"","species","taxon","max_size","max_length","TL","CA_mg","EPA_g","DHA_g","FE_mg","ZN_mg","HG_mcg","FAT","PROTCNT_g","lwA","lwB","Habitat","Subgroup","Abs_lat","StockCode","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","SpecCode"
"398","Macrognathus aculeatus","Miscellaneous freshwater fishes",0.178592783855575,38,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00363,2.97,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,5152
"399","Macrourus berglax","Cods, hakes, haddocks",5.4770478182432,82,3.62,NA,0.071462001,0.125921415,NA,NA,NA,0.61,58,0.00976,3.003999949,"marine","Finfish",57.596278,NA,NA,NA,3.57,0.53,331
"400","Mallotus villosus","Miscellaneous pelagic fishes",0.0176128,16,3.15,NA,0.36230105,0.45922235,NA,NA,NA,5.1,NA,0.00215,3.25,"marine","Finfish",53.726668,NA,3.15,0.086,3.1,0.27,252
"401","Megalaspis cordyla","Miscellaneous pelagic fishes",4.86446084127205,80,4.4,NA,NA,NA,NA,NA,NA,NA,217,0.01349,2.92,"marine","Finfish",3.144341,NA,NA,NA,3.91,0.64,384
"402","Melanogrammus aeglefinus","Cods, hakes, haddocks",5.66565345043969,82,4.09,NA,NA,NA,NA,NA,NA,NA,NA,0.00519,3.154999971,"marine","Finfish",62.1,NA,4.03,0.134,3.56,0.67,1381
"403","Melanogrammus aeglefinus","Cods, hakes, haddocks",5.66565345043969,82,4.09,7.8,NA,NA,0.11,0.29,54,NA,91,0.00519,3.154999971,"marine","Finfish",63.968654,NA,4.03,0.134,3.56,0.67,1381
"404","Melanogrammus aeglefinus","Cods, hakes, haddocks",5.66565345043969,82,4.09,NA,NA,NA,NA,NA,NA,NA,NA,0.00519,3.154999971,"marine","Finfish",62.1,NA,4.03,0.134,3.56,0.67,1381
"405","Melanogrammus aeglefinus","Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.060220439,0.137400308,NA,NA,NA,0.6,NA,0.00692,3.05,"marine","Finfish",63.968654,NA,4.03,0.134,3.56,0.67,1381
"406","Melanogrammus aeglefinus","Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.044520072,0.115993934,NA,NA,NA,0.51,NA,0.00692,3.05,"marine","Finfish",63.968654,NA,4.03,0.134,3.56,0.67,1381
"407","Melanogrammus aeglefinus","Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,0.057734954,0.117637353,NA,NA,NA,0.55,NA,0.00692,3.05,"marine","Finfish",63.968654,NA,4.03,0.134,3.56,0.67,1381
"408","Melanogrammus aeglefinus","Cods, hakes, haddocks",12.3089515886404,112,4.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.05,"marine","Finfish",63.968654,NA,4.03,0.134,3.56,0.67,1381
"409","Menticirrhus americanus","Miscellaneous coastal fishes",1.32644526755561,50,3.5,NA,0.17224842,0.45077778,NA,NA,NA,6.7,169,0.00776,3.08,"marine","Finfish",34.941407,NA,3.5,NA,NA,NA,409
"410","Merlangius merlangus","Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,NA,NA,NA,NA,NA,NA,NA,0.00621,3.102999926,"marine","Finfish",60.657778,NA,4.36,0.184,3.57,0.74,29
"411","Merlangius merlangus","Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,NA,NA,NA,NA,NA,NA,NA,0.00621,3.102999926,"marine","Finfish",62.1,NA,4.36,0.184,3.57,0.74,29
"412","Merlangius merlangus","Cods, hakes, haddocks",1.74409905747718,57,4.29,NA,0.030285,0.068646,NA,NA,NA,NA,101,0.00621,3.102999926,"marine","Finfish",39.019184,NA,4.36,0.184,3.57,0.74,29
"413","Merlangius merlangus","Cods, hakes, haddocks",2.80382227402961,70,4.4,NA,1.41711633,4.01939566,NA,NA,NA,18.3,57,0.00661,3.05,"marine","Finfish",42.163403,NA,4.36,0.184,3.57,0.74,29
"414","Merluccius hubbsi","Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.08,0.38,NA,NA,NA,1.7,NA,0.010212,2.874000072,"marine","Finfish",38.416097,NA,NA,NA,4.23,0.67,325
"415","Merluccius hubbsi","Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.09,0.32,NA,NA,NA,1.4,NA,0.010212,2.874000072,"marine","Finfish",38.416097,NA,NA,NA,4.23,0.67,325
"416","Merluccius hubbsi","Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.17,0.45,NA,NA,NA,3.4,NA,0.010212,2.874000072,"marine","Finfish",38.416097,NA,NA,NA,4.23,0.67,325
"417","Merluccius hubbsi","Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.06,0.3,NA,NA,NA,1.3,NA,0.010212,2.874000072,"marine","Finfish",38.416097,NA,NA,NA,4.23,0.67,325
"418","Merluccius hubbsi","Cods, hakes, haddocks",2.79892222378573,78,4.08,NA,0.07,0.31,NA,NA,NA,1.1,NA,0.010212,2.874000072,"marine","Finfish",38.416097,NA,NA,NA,4.23,0.67,325
"419","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,40,0.00433,3.15899992,"marine","Finfish",39.019184,NA,4.42,NA,4.3,1.01,30
"420","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,"marine","Finfish",60.529651,NA,4.42,NA,4.3,1.01,30
"421","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,0.052627477,0.272766809,NA,NA,NA,NA,121,0.00433,3.15899992,"marine","Finfish",41.630735,NA,4.42,NA,4.3,1.01,30
"422","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,68,0.00433,3.15899992,"marine","Finfish",39.019184,NA,4.42,NA,4.3,1.01,30
"423","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,101,0.00433,3.15899992,"marine","Finfish",39.019184,NA,4.42,NA,4.3,1.01,30
"424","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,"marine","Finfish",39.019184,NA,4.42,NA,4.3,1.01,30
"425","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,0.032889248,0.151879264,NA,NA,NA,0.76,NA,0.00433,3.15899992,"marine","Finfish",37.370157,NA,4.42,NA,4.3,1.01,30
"426","Merluccius merluccius","Cods, hakes, haddocks",20.6269386640585,130,4.42,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,3.15899992,"marine","Finfish",60.529651,NA,4.42,NA,4.3,1.01,30
"427","Merluccius productus","Cods, hakes, haddocks",2.30632320109263,75,4.35,NA,0.069467419,0.118810272,NA,NA,NA,0.73,NA,0.020400001,2.694999933,"marine","Finfish",53.726668,NA,4.35,NA,3.98000001907349,0.69,326
"428","Merluccius productus","Cods, hakes, haddocks",2.30632320109263,75,4.35,10.4,NA,NA,0.24,0.3052,14,NA,NA,0.020400001,2.694999933,"marine","Finfish",46.187884,NA,4.35,NA,3.98000001907349,0.69,326
"429","Merluccius productus","Cods, hakes, haddocks",2.30632320109263,75,4.35,9.2,NA,NA,0.26,0.3969,16,NA,NA,0.020400001,2.694999933,"marine","Finfish",46.187884,NA,4.35,NA,3.98000001907349,0.69,326
"430","Merluccius productus","Cods, hakes, haddocks",2.30632320109263,75,4.35,NA,NA,NA,NA,NA,NA,NA,63,0.020400001,2.694999933,"marine","Finfish",46.25,NA,4.35,NA,3.98000001907349,0.69,326
"431","Micropogonias furnieri","Miscellaneous coastal fishes",2.33891739737028,60,3.3,NA,0.070633962,0.11560213,NA,NA,NA,1.29,211,0.00813,3.07,"marine","Finfish",34.941407,NA,3.09,0.111,3.27,0.44,7620
"432","Micromesistius poutassou","Cods, hakes, haddocks",0.56761377488759,41,4.01,NA,NA,NA,NA,NA,NA,NA,NA,0.00745,3.02699995,"marine","Finfish",60.529651,NA,4.13,0.301,3.70000004768372,0.56,31
"433","Micromesistius poutassou","Cods, hakes, haddocks",0.56761377488759,41,4.01,NA,NA,NA,NA,NA,NA,NA,NA,0.00745,3.02699995,"marine","Finfish",60.529651,NA,4.13,0.301,3.70000004768372,0.56,31
"434","Microstomus kitt","Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,"marine","Finfish",62.1,NA,NA,NA,3.21,0.33,1382
"435","Microstomus kitt","Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,"marine","Finfish",62.1,NA,NA,NA,3.21,0.33,1382
"436","Microstomus kitt","Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,"marine","Finfish",59.042913,NA,NA,NA,3.21,0.33,1382
"437","Microstomus kitt","Flounders, halibuts, soles",1.70173920628232,53,3.22,NA,NA,NA,NA,NA,NA,NA,NA,0.00832,3.08,"marine","Finfish",59.042913,NA,NA,NA,3.21,0.33,1382
"438","Microstomus pacificus","Flounders, halibuts, soles",2.26137503797676,62,3.27,11.9,NA,NA,0.18,0.3179,20,NA,NA,0.01222,2.938699961,"marine","Finfish",56.167222,NA,3.22,0.137,3.34,0.44,4247
"439","Microstomus pacificus","Flounders, halibuts, soles",2.26137503797676,62,3.27,11.5,NA,NA,0.2,0.3428,19,NA,NA,0.01222,2.938699961,"marine","Finfish",44.636784,NA,3.22,0.137,3.34,0.44,4247
"440","Microstomus pacificus","Flounders, halibuts, soles",2.26137503797676,62,3.27,20.2,NA,NA,0.26,0.5056,12,NA,NA,0.01222,2.938699961,"marine","Finfish",36.974117,NA,3.22,0.137,3.34,0.44,4247
"441","Microstomus pacificus","Flounders, halibuts, soles",2.26137503797676,62,3.27,NA,0.08,0.09,NA,NA,NA,1,NA,0.01222,2.938699961,"marine","Finfish",45.9053,NA,3.22,0.137,3.34,0.44,4247
"442","Microstomus pacificus","Flounders, halibuts, soles",2.26137503797676,62,3.27,NA,NA,NA,NA,NA,NA,NA,61,0.01222,2.938699961,"marine","Finfish",46.25,NA,3.22,0.137,3.34,0.44,4247
"443","Molva dypterygia","Cods, hakes, haddocks",8.05213662457657,127,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.00191,3.148999929,"marine","Finfish",NA,NA,4.49,0.562,4.13,0.72,1383
"444","Molva dypterygia","Cods, hakes, haddocks",8.05213662457657,127,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.00191,3.148999929,"marine","Finfish",NA,NA,4.49,0.562,4.13,0.72,1383
"445","Molva molva","Cods, hakes, haddocks",40.7571401981865,164,3,NA,NA,NA,NA,NA,NA,NA,NA,0.001,3.436000109,"marine","Finfish",62.1,NA,4.4,0.242,4.2,0.73,33
"446","Molva molva","Cods, hakes, haddocks",40.7571401981865,164,3,NA,NA,NA,NA,NA,NA,NA,NA,0.001,3.436000109,"marine","Finfish",60.657778,NA,4.4,0.242,4.2,0.73,33
"447","Monopterus albus","Miscellaneous freshwater fishes",0.935962284375049,100,2.9,NA,NA,NA,NA,NA,NA,NA,192,0.00071,3.06,"freshwater","Finfish",15.484682,NA,NA,NA,2.88000011444092,0.2846,4663
"448","Monopterus albus","Miscellaneous freshwater fishes",0.935962284375049,100,2.9,525,NA,0.0259462,1.1,1.4,NA,NA,169,0.00071,3.06,"freshwater","Finfish",14.903036,NA,NA,NA,2.88000011444092,0.2846,4663
"449","Mora moro","Cods, hakes, haddocks",6.21762150353582,80,3.75,NA,0.040644489,0.102507995,NA,NA,NA,0.41,85,0.0024,3.369999886,"marine","Finfish",57.596278,NA,NA,NA,3.75,0.55,1734
"450","Mormyrus rume","Miscellaneous freshwater fishes",4.46722540676659,100,2.5,359,NA,NA,1,6,NA,NA,145,0.01175,2.79,"freshwater","Finfish",11.066667,NA,NA,NA,2.48,0.86,2397
"451","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.030294607,0.039406969,NA,NA,NA,1.01,145,0.00614,3.153000116,"freshwater","Finfish",39.417895,NA,4.65,0.248,4.47,1.08,353
"452","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.109320718,0.092059552,NA,NA,NA,1.82,103,0.00614,3.153000116,"freshwater","Finfish",39.035249,NA,4.65,0.248,4.47,1.08,353
"453","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.144192955,0.0885191,NA,NA,NA,2.65,236,0.00614,3.153000116,"freshwater","Finfish",39.035249,NA,4.65,0.248,4.47,1.08,353
"454","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.202316218,0.217035819,NA,NA,NA,3.51,198,0.00614,3.153000116,"freshwater","Finfish",38.348222,NA,4.65,0.248,4.47,1.08,353
"455","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.108376051,0.137723084,NA,NA,NA,2.63,162,0.00614,3.153000116,"freshwater","Finfish",38.174196,NA,4.65,0.248,4.47,1.08,353
"456","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.153419175,0.2022475,NA,NA,NA,3.25,51,0.00614,3.153000116,"freshwater","Finfish",38.348222,NA,4.65,0.248,4.47,1.08,353
"457","Morone saxatilis","Miscellaneous diadromous fishes",59.0977955104642,164,4.34,NA,0.116950645,0.127684165,NA,NA,NA,2.55,138,0.00614,3.153000116,"freshwater","Finfish",38.348222,NA,4.65,0.248,4.47,1.08,353
"458","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,220,0.0085,3,"marine","Finfish",39.019184,NA,NA,NA,2.48,0.17,785
"459","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,0.170965683,0.086497201,NA,NA,NA,2.13,NA,0.0085,3,"marine","Finfish",37.370157,NA,NA,NA,2.48,0.17,785
"460","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,0.18973185,0.138955993,NA,NA,NA,2.09,NA,0.0085,3,"marine","Finfish",38.963745,NA,NA,NA,2.48,0.17,785
"461","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,0.0878312,0.0988101,NA,NA,NA,NA,NA,0.0085,3,"marine","Finfish",39.019184,NA,NA,NA,2.48,0.17,785
"462","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,180,0.0085,3,"marine","Finfish",39.019184,NA,NA,NA,2.48,0.17,785
"463","Mugil cephalus","Miscellaneous coastal fishes",14.688,120,2.13,NA,NA,NA,NA,NA,NA,NA,101,0.0085,3,"marine","Finfish",39.019184,NA,NA,NA,2.48,0.17,785
"464","Mugil liza","Miscellaneous coastal fishes",2.99211460402688,63,2,NA,0.24252,0.63468,NA,NA,NA,2.58,NA,0.013,2.980000019,"marine","Finfish",23.372169,NA,NA,NA,2,0,1090
"465","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,0.414824644,0.228075088,NA,NA,NA,5.76,136,0.01288,3.109999895,"marine","Finfish",36.5817,NA,3.14,0.128,3.24,0.44,790
"466","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,0.0469622,0.0939244,NA,NA,NA,NA,NA,0.01288,3.109999895,"marine","Finfish",39.019184,NA,3.14,0.128,3.24,0.44,790
"467","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,23,0.01288,3.109999895,"marine","Finfish",39.019184,NA,3.14,0.128,3.24,0.44,790
"468","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,0.585529856,0.456998912,NA,NA,NA,9.72,49,0.01288,3.109999895,"marine","Finfish",42.163403,NA,3.14,0.128,3.24,0.44,790
"469","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,101,0.01288,3.109999895,"marine","Finfish",39.019184,NA,3.14,0.128,3.24,0.44,790
"470","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,138,0.01288,3.109999895,"marine","Finfish",39.019184,NA,3.14,0.128,3.24,0.44,790
"471","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,NA,NA,NA,NA,NA,NA,191,0.01288,3.109999895,"marine","Finfish",34.208024,NA,3.14,0.128,3.24,0.44,790
"472","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,0.150044064,0.358328916,NA,NA,NA,3.68,200,0.01288,3.109999895,"marine","Finfish",36.5817,NA,3.14,0.128,3.24,0.44,790
"473","Mullus barbatus barbatus","Miscellaneous coastal fishes",0.692875402079056,33.2,3.2,NA,0.221691951,0.398465925,NA,NA,NA,5.33,99,0.01288,3.109999895,"marine","Finfish",36.5817,NA,3.14,0.128,3.24,0.44,790
"474","Mullus surmuletus","Miscellaneous coastal fishes",0.867851319177146,40,3.4,NA,NA,NA,NA,NA,NA,NA,160,0.00871,3.12,"marine","Finfish",34.208024,NA,3.45,0.29,3.46,0.48,1327
"475","Mustelus lenticulatus","Sharks, rays, chimaeras",7.17276402435901,125,3.5,NA,NA,NA,NA,NA,NA,NA,228,0.00178,3.15,"marine","Finfish",40.900557,NA,3.51,0.33,3.5,0.5,5933
"476","Mycteroperca acutirostris","Miscellaneous coastal fishes",6.10089513855224,80,3.4,NA,0.44233,1.24747,NA,NA,NA,4.97,NA,0.01,3.04,"marine","Finfish",23.372169,NA,NA,NA,3.4,0.45,9386
"477","Mycteroperca rubra","Miscellaneous coastal fishes",NA,144,4.1,NA,0.041560536,0.117860604,NA,NA,NA,0.72,NA,NA,NA,"marine","Finfish",37.370157,NA,NA,NA,4.13,0.58,1214
"478","Mystus mysticetus","Miscellaneous freshwater fishes",0.04375553125,15.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01175,3,"freshwater","Finfish",24.4333,NA,NA,NA,3.11,0.42,26715
"479","Mystus vittatus","Miscellaneous freshwater fishes",0.128275150079418,21,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.00851,3.16,"freshwater","Finfish",22.816667,NA,3.14,0.116,3.97,0.65,5137
"480","Mastacembelus armatus","Miscellaneous freshwater fishes",1.44018447637902,90,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00339,2.88,"freshwater","Finfish",24.4333,NA,NA,NA,2.78,0.27,10140
"481","Mastacembelus armatus","Miscellaneous freshwater fishes",1.44018447637902,90,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00339,2.88,"freshwater","Finfish",24.4333,NA,NA,NA,2.78,0.27,10140
"482","Nandus nandus","Miscellaneous freshwater fishes",0.10184789113657,20,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0.01096,3.05,"freshwater","Finfish",22.816667,NA,NA,NA,3.89,0.63,10260
"483","Nemipterus japonicus","Miscellaneous coastal fishes",0.121861881449085,32,3.82,NA,NA,NA,NA,NA,NA,NA,105,0.00474,2.930000067,"marine","Finfish",3.144341,NA,NA,NA,3.76999998092651,0.5119,4559
"484","Notopterus notopterus","Miscellaneous freshwater fishes",1.55718911084939,60,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.01,"freshwater","Finfish",22.816667,NA,3.52,NA,3.4,0.49,7990
"485","Notopterus notopterus","Miscellaneous freshwater fishes",NA,122,3.7,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,"freshwater","Finfish",15.484682,NA,3.52,NA,3.4,0.49,7990
"486","Gobionotothen gibberifrons","Miscellaneous coastal fishes",1.6946374763299,55,3.2,NA,NA,NA,NA,NA,NA,NA,120,0.00457,3.2,"marine","Finfish",82.862752,NA,3.26,0.17,3.44,0.46,7041
"487","Notothenia neglecta","Miscellaneous coastal fishes",1.15886563096846,45,3.1,NA,NA,NA,NA,NA,NA,NA,141,0.00617,3.19,"marine","Finfish",82.862752,NA,3.34,0.186,3.26,0.42,58010
"488","Notothenia neglecta","Miscellaneous coastal fishes",1.15886563096846,45,3.1,NA,0.51678,0.79431,NA,NA,NA,3.19,NA,0.00617,3.19,"marine","Finfish",62,NA,3.34,0.186,3.26,0.42,58010
"489","Oblada melanura","Miscellaneous coastal fishes",0.54400184857069,34,3,NA,NA,NA,NA,NA,NA,NA,138,0.01202,3.04,"marine","Finfish",39.019184,NA,NA,NA,3.38,0.35,850
"490","Odax pullus","Miscellaneous coastal fishes",0.594909450135626,40,2.1,NA,NA,NA,NA,NA,NA,NA,99,0.00692,3.08,"marine","Finfish",40.900557,NA,2.06,0.045,2.73,0.29,12840
"491","Oncorhynchus gorbuscha","Salmons, trouts, smelts",2.76205146640009,62,4.19,NA,0.166696,0.328416,NA,NA,NA,NA,NA,0.00336,3.299999952,"marine","Finfish",61.01371,NA,4.49,0.35,3.39,0.52,240
"492","Oncorhynchus gorbuscha","Salmons, trouts, smelts",7.12603173803049,76,4.2,NA,0.289409995,0.68509049,NA,NA,NA,3.95,NA,0.01148,3.08,"marine","Finfish",53.726668,NA,4.49,0.35,3.39,0.52,240
"493","Oncorhynchus kisutch","Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,204,0.01148,3.08,"marine","Finfish",48.368122,NA,NA,NA,4.18,0.7,245
"494","Oncorhynchus kisutch",NA,11.1930519201145,88,4.25,8,NA,NA,0.4,0.4,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,NA,NA,NA,4.18,0.7,245
"495","Oncorhynchus kisutch","Salmons, trouts, smelts",11.1930519201145,88,4.25,NA,NA,NA,NA,NA,NA,NA,241,0.01148,3.08,"marine","Finfish",48.368122,NA,NA,NA,4.18,0.7,245
"496","Oncorhynchus kisutch",NA,11.1930519201145,88,4.25,66,NA,NA,0.6,0.7,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,NA,NA,NA,4.18,0.7,245
"497","Oncorhynchus kisutch",NA,7.12603173803049,76,NA,29,NA,NA,0.8,0.67,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,NA,NA,NA,4.18,0.7,245
"498","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,208,0.00955,3.03,"freshwater","Finfish",46.207215,NA,4.08,0.281,3.53,0.63,239
"499","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,156,0.00955,3.03,"freshwater","Finfish",46.207215,NA,4.08,0.281,3.53,0.63,239
"500","Oncorhynchus mykiss","Salmons, trouts, smelts",19.0512092482775,120,4.4,NA,NA,NA,NA,NA,NA,NA,108,0.00955,3.03,"freshwater","Finfish",42.740759,NA,4.08,0.281,3.53,0.63,239
"501","Oncorhynchus tshawytscha","Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,0.44,0.55,NA,NA,NA,7,NA,0.01148,3.08,"marine","Finfish",45.9053,NA,4.4,0.66,3.83,0.67,244
"502","Oncorhynchus tshawytscha","Salmons, trouts, smelts",29.8483843684906,121,4.4,NA,NA,NA,NA,NA,NA,NA,188,0.01148,3.08,"marine","Finfish",45.867615,NA,4.4,0.66,3.83,0.67,244
"503","Oncorhynchus keta",NA,21.8715260559634,100,NA,44,NA,NA,0.7,0.58,1,NA,1,0.0138,3.1,"marine","Finfish",52.372895,NA,3.74,0.187,3.42,0.41,241
"504","Oncorhynchus mykiss",NA,19.0512092482775,120,NA,43,NA,NA,1.5,0.66,1,NA,1,0.00955,3.03,"freshwater","Finfish",52.372895,NA,4.08,0.281,3.53,0.63,239
"505","Oncorhynchus nerka",NA,9.69889123556942,84,NA,52,NA,NA,0.8,0.9,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,NA,3.54,0.163,3.23,0.35,243
"506","Oncorhynchus tshawytscha",NA,57.8499470732865,150,NA,26,NA,NA,0.3,0.44,1,NA,1,0.01148,3.08,"marine","Finfish",52.372895,NA,4.4,0.66,3.83,0.67,244
"507","Ophiodon elongatus","Miscellaneous coastal fishes",NA,125,4.32,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,"marine","Finfish",46.25,NA,NA,NA,4.32,0.72,509
"508","Opisthonema oglinum","Herrings, sardines, anchovies",0.483957388160377,31,3.23,NA,0.9044,2.527,NA,NA,NA,13.3,NA,0.0174,2.980000019,"marine","Finfish",23.372169,NA,4.5,NA,3.6,0.5,1486
"509","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,621.6,0.039166696,0.133166766,0.83,1.3209,NA,NA,82,0.01995,2.96,"freshwater","Finfish",4.565474,NA,2,NA,2.01999998092651,0,2
"510","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",4.565474,NA,2,NA,2.01999998092651,0,2
"511","Oreochromis macrochir","Tilapias and other cichlids",1.23156343,43,2.2,NA,0.013985924,0.0574764,NA,NA,NA,1.18,NA,0.01549,3,"freshwater","Finfish",19.065134,NA,2.05,NA,2.21,0.11,1396
"512","Oreochromis macrochir","Tilapias and other cichlids",1.23156343,43,2.2,NA,0.018878146,0.12090498,NA,NA,NA,1.29,NA,0.01549,3,"freshwater","Finfish",19.065134,NA,2.05,NA,2.21,0.11,1396
"513","Oreochromis macrochir","Tilapias and other cichlids",1.23156343,43,2.2,NA,0.039845871,0.112158748,NA,NA,NA,1.37,NA,0.01549,3,"freshwater","Finfish",19.065134,NA,2.05,NA,2.21,0.11,1396
"514","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.031297,NA,2,NA,2.01999998092651,0,2
"515","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",6.255568,NA,2,NA,2.01999998092651,0,2
"516","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.012881055,0.076739861,NA,NA,NA,0.99,NA,0.01995,2.96,"freshwater","Finfish",19.065134,NA,2,NA,2.01999998092651,0,2
"517","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.01037568,0.04279968,NA,NA,NA,1.08,NA,0.01995,2.96,"freshwater","Finfish",19.065134,NA,2,NA,2.01999998092651,0,2
"518","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.031297,NA,2,NA,2.01999998092651,0,2
"519","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.031297,NA,2,NA,2.01999998092651,0,2
"520","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.031297,NA,2,NA,2.01999998092651,0,2
"521","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.971943,NA,2,NA,2.01999998092651,0,2
