species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,realm
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,fat_g,3.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,1.3609765531356006,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,79,fat_g,7.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,2.066862759472976,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,not specified,raw,87,fat_g,8,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,2.0794415416798357,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,fat_g,7.2,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,1.9740810260220096,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,fat_g,19,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,2.9444389791664403,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,37,fat_g,18.7,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,2.928523523860541,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,79,fapun_all_g,0.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-0.10536051565782628,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,30,mn_mg,0.13,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-2.0402208285265546,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,4,mn_mg,0.01,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-4.605170185988091,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,53,mn_mg,0.01,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-4.605170185988091,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,mn_mg,0.01,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-4.605170185988091,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,mn_mg,0.16,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,-1.8325814637483102,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,82,mg_mg,30,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.4011973816621555,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,30,mg_mg,26,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.258096538021482,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,9,mg_mg,21.3,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.0587070727153796,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,4,mg_mg,29,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.367295829986474,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,53,mg_mg,30,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.4011973816621555,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle + skin,raw,4,mg_mg,23,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.1354942159291497,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,mg_mg,21,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.044522437723423,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,mg_mg,26,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.258096538021482,4.672828834461906,freshbrackmarine
Salvelinus alpinus,Salvelinus alpinus,6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,73,mg_mg,29,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,3.367295829986474,4.672828834461906,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,ca_mg,14.3,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.6602595372658615,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,ca_mg,4.7,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,1.547562508716013,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,ca_mg,80,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,4.382026634673881,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,ca_mg,9.3,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.2300144001592104,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,ca_mg,38,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,3.6375861597263857,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,zn_mg,0.471,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.7528971849657193,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,zn_mg,0.8,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.2231435513142097,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,zn_mg,1.2,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.1823215567939546,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,zn_mg,0.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.6931471805599453,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,zn_mg,0.46,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.7765287894989963,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,fe_mg,0.226,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-1.487220279709851,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,fe_mg,0.2,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-1.6094379124341003,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,fe_mg,1.4,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.3364722366212129,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,fe_mg,0.3,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-1.2039728043259361,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,fe_mg,1.2,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.1823215567939546,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,protein_g,18.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.9231615807191558,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,protein_g,16.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.8094026953624978,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,protein_g,15.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.747270914255491,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,protein_g,17.1,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.8390784635086144,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,56,protein_g,21.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,3.068052935133617,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,protein_g,20,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.995732273553991,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,protein_g,18.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.917770732084279,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,protein_g,23.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,3.1570004211501135,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,protein_g,18.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,2.9231615807191558,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,fat_g,2,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.6931471805599453,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,fat_g,3.41,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,1.2267122912954254,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,fat_g,2.7,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.9932517730102834,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,fat_g,1.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.4054651081081644,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,fat_g,5.2,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,1.6486586255873816,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,fat_g,5.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,1.7227665977411035,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,56,fat_g,3.4,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,1.2237754316221157,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,fat_g,2.5,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.9162907318741551,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,fat_g,1.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.47000362924573563,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,fat_g,1.8,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.5877866649021191,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,fat_g,2.6,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,0.9555114450274363,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,fapun3,0.58,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.5447271754416722,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,fapun3,0.3,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-1.2039728043259361,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,fapun_all_g,0.4,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.916290731874155,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,23,fapun_all_g,0.9,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.10536051565782628,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,43,fapun_all_g,0.93,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.07257069283483537,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,79,fapun_all_g,0.7,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-0.35667494393873245,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,mn_mg,0.018,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,-4.017383521085972,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,65,mg_mg,50,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,3.912023005428146,4.454347296253507,freshbrackmarine
Salvelinus fontinalis,Salvelinus fontinalis,6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,mg_mg,21,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,3.044522437723423,4.454347296253507,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,ca_mg,13,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,2.5649493574615367,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,ca_mg,13,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,2.5649493574615367,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fe_mg,1.3,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,0.26236426446749106,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fe_mg,1.3,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,0.26236426446749106,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,protein_g,19.7,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,2.9806186357439426,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,protein_g,19.7,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,2.9806186357439426,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,protein_g,15.9,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,2.766319109226186,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,protein_g,15.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,2.766319109226186,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,protein_g,19.9,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,2.990719731730447,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,protein_g,19.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,2.990719731730447,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fat_g,2,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,0.6931471805599453,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fat_g,2,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,0.6931471805599453,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,fat_g,2.1,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,0.7419373447293773,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,34,fat_g,2.1,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,0.7419373447293773,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,fat_g,6,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,1.791759469228055,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,fat_g,6,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,1.791759469228055,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fapun_all_g,0.9,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,-0.10536051565782628,4.844187086458591,freshbrackmarine
Salvelinus malma,Salvelinus malma,6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,7,fapun_all_g,0.9,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,-0.10536051565782628,4.844187086458591,freshbrackmarine
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,ca_mg,7,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.9459101490553132,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,ca_mg,4,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.3862943611198906,5.0106352940962555,fresh
Salvelinus namaycush,Salvelinus namaycush,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,ca_mg,6.1,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,1.8082887711792655,5.0106352940962555,fresh
