Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,fusiform / normal,benthopelagic,80,127,bc107,Finfish,Bagrus docmak,Bagrus docmak,Bagrus docmas,Semutundu,muscle,"Semutundu, wild, skinless, boneless, dorsal muscle, raw","Uganda, Napoleon Gulf in Lake Victora",NA,NA,NA,0.013,0.06384,NA,NA,NA,fi23,muscle_skinless,0900107,r,Semutundu,Nov 2005,NA,NA,2008,bc107,NA,NA,NA,NA,NA,NA,NA,Bagrus docmak,0.988,NA,fresh
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,fusiform / normal,benthopelagic,80,127,bc108,Finfish,Bagrus docmak,Bagrus docmak,Bagrus docmas,Semutundu,muscle,"Semutundu, wild, skinless, boneless, dorsal muscle, raw","Uganda, Lwampanga at Lake Kyoga",NA,NA,NA,0.01008,0.04712,NA,NA,NA,fi23,muscle_skinless,0900108,r,Semutundu,Dec 2005,NA,NA,2008,bc108,NA,NA,NA,NA,NA,NA,NA,Bagrus docmak,0.988,NA,fresh
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,fusiform / normal,benthopelagic,80,127,bc144,Finfish,Bagrus docmak,Bagrus docmak,Bagrus docmac,Semutundu,muscle,"Catfish A, wild, muscle fillet, raw","Uganda, Lake Viktoria, Kasenyi and Ggaba",NA,NA,NA,0.38111275,0.659837,NA,6.25,NA,fi28,muscle,0900144,r,Semutundu,Feb 2008,mean weight of fish: 4250g,FA converted using XFA,2011,bc144,NA,NA,NA,NA,NA,NA,NA,Bagrus docmak,0.988,NA,fresh
Belone belone,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,pelagic-oceanic,NA,103.5,bc270,Finfish,Belone belone,Belone belone,Belone belone,Garfish,NA,"Garfish, wild, edible part, raw","Turkey, Black Sea",NA,NA,NA,0.490163256,2.161174356,20.05,13.42,NA,fi57,muscle_organs,0900289,r,Garfish,fall 1995-spring 1996,NA,FA converted using XFA,1998,bc270,NA,NA,NA,NA,NA,NA,NA,Belone belone,0.988,NA,brackmarine
Boreogadus saida,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27,polar,elongated,demersal,400,40,c61,Finfish,Boreogadus saida,NA,NA,Arctic Cod,muscle,"Arctic Cod, muscle",NA,20.2,0.6,0.5,0.165,0.329,24.8,1,c61,2,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreogadus saida,0.988,NA,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,fusiform / normal,pelagic-neritic,50,50,c66,Finfish,Brevoortia tyrannus,NA,NA,Menhaden,whole,"Menhaden, whole",NA,NA,NA,NA,NA,NA,15.9,4.2,c66,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brevoortia tyrannus,0.988,NA,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,fusiform / normal,pelagic-neritic,50,50,c67,Finfish,Brevoortia tyrannus,NA,NA,Menhaden,whole,"Menhaden, whole",NA,NA,NA,NA,NA,NA,15.5,11.8,c67,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brevoortia tyrannus,0.988,NA,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,fusiform / normal,pelagic-neritic,50,50,c68,Finfish,Brevoortia tyrannus,NA,NA,Menhaden,muscle,"Menhaden, muscle",NA,60,NA,NA,NA,NA,NA,NA,c68,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brevoortia tyrannus,0.988,NA,brackmarine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,elongated,demersal,1000,120,bc627,Finfish,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),muscle,"Tusk, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,0.7,NA,fi105,muscle_skinless,0900646,r,Tusk(=Cusk),Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc627,NA,NA,NA,NA,NA,NA,NA,Brosme brosme,0.988,NA,marine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,elongated,demersal,1000,120,bc628,Finfish,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),muscle,"Tusk, wild, skinless fillet, raw","Unknown, West of Shetland Islands",NA,NA,NA,NA,NA,NA,0.6,NA,fi105,muscle_skinless,0900647,r,Tusk(=Cusk),Sep 2001,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",NA,2006,bc628,NA,NA,NA,NA,NA,NA,NA,Brosme brosme,0.988,NA,marine
Carassius auratus,1,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2.86,temperate,fusiform / normal,benthopelagic,20,48,c86,Finfish,Carassius auratus,NA,NA,Goldfish,muscle,"Goldfish, muscle",NA,76,NA,NA,NA,NA,16.3,3,c86,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carassius auratus,0.988,NA,freshbrack
Carassius auratus,1,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2.86,temperate,fusiform / normal,benthopelagic,20,48,c87,Finfish,Carassius auratus,NA,NA,Goldfish,whole,"Goldfish, whole",NA,NA,5.6,6,NA,NA,NA,NA,c87,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carassius auratus,0.988,NA,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,fusiform / normal,demersal,NA,64,bc162,Finfish,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,muscle,"Crucian carp, wild, skinless fillet, raw","Greece, Evros River",59,0.9,0.6,NA,NA,18,1.6,NA,fi32,muscle_skinless,0900162,r,Crucian carp,Summer 1987,"mean length and weight: 18cm, 200g",NA,1989,bc162,NA,NA,NA,NA,NA,NA,NA,Carassius carassius,0.988,NA,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,fusiform / normal,demersal,NA,64,bc163,Finfish,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,muscle,"Crucian carp, wild, skinless fillet, raw","Greece, Evros River",57,0.8,0.5,NA,NA,18,1.2,NA,fi32,muscle_skinless,0900163,r,Crucian carp,Summer 1988,"mean length and weight: 17cm, 190g",NA,1989,bc163,NA,NA,NA,NA,NA,NA,NA,Carassius carassius,0.988,NA,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,fusiform / normal,demersal,NA,64,bc228,Finfish,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,muscle,"Crucian carp, wild, skinless, boneless fillet, raw","Greece, Evros River",NA,NA,NA,0.07539,0.05026,NA,1.5,NA,fi47,muscle_skinless,0900228,r,Crucian carp,Jul-Aug 1987,mean weight of fish: 180g,FA converted using XFA,1991,bc228,NA,NA,NA,NA,NA,NA,NA,Carassius carassius,0.988,NA,freshbrack
Carcharhinus limbatus,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.46,subtropical,fusiform / normal,reef-associated,100,275,bc1014,Finfish,Carcharhinus limbatus,Carcharhinus limbatus,Carcharhinus limbatus,Blacktip shark,NA,"Blacktip shark, wild, fillet (along dorsal line), raw","Unknown, Gulf of Mexico",NA,NA,NA,0.01,0.0577,24.3,0.4598,NA,fi166,muscle,0901033,r,Blacktip shark,Jun (Summer) 1990,weight: 2100-3100g,NA,1994,bc1014,NA,NA,NA,NA,NA,NA,NA,Carcharhinus limbatus,0.988,NA,brackmarine
Catostomus catostomus,4.6,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,3.1099998950958248,temperate,fusiform / normal,demersal,180,64,c96,Finfish,Catostomus catostomus,NA,NA,Longnose Sucker,muscle,"Longnose Sucker, muscle",NA,63.1,0.3,0.5,0.075,0.212,17.7,1.2,c96,2,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catostomus catostomus,0.988,NA,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,fusiform / normal,demersal,NA,65,c98,Finfish,Catostomus commersonii,NA,NA,White Sucker,muscle,"White Sucker, muscle",NA,NA,NA,NA,NA,NA,17.7,1.5,c98,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catostomus commersonii,0.988,NA,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,fusiform / normal,demersal,NA,65,c99,Finfish,Catostomus commersonii,NA,NA,White Sucker,muscle,"White Sucker, muscle",NA,19.6,0.2,0.3,0.083,0.179,18.4,1.5,c99,2,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catostomus commersonii,0.988,NA,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,fusiform / normal,demersal,NA,65,c100,Finfish,Catostomus commersonii,NA,NA,White Sucker,whole,"White Sucker, whole",NA,NA,NA,NA,NA,NA,16,3.8,c100,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catostomus commersonii,0.988,NA,freshbrack
Champsocephalus gunnari,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.49,polar,elongated,benthopelagic,700,66,bc90,Finfish,Champsocephalus gunnari,Champsocephalus gunnari,Champsocephalus gunnari,Mackerel icefish,NA,"Mackerel icefish, wild, fillet (belly flaps removed), raw","Unknown, Antarctic waters",NA,NA,NA,NA,NA,17,1.5,NA,fi19,muscle,0900090,r,Mackerel icefish,Mar 1981,"mean length and weight of fish: 43.7cm, 693g",NA,1991,bc90,NA,NA,NA,NA,NA,NA,NA,Champsocephalus gunnari,0.988,NA,marine
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,bc14,Finfish,Channa striata,Channa striata,Channa striatus,Striped snake-head,muscle,"Striped snake-head fish, wild, muscle fillet, raw","Thailand, main rivers (Chaopraya, Bangprakong, Mae-klong, Thajean)",NA,NA,NA,NA,NA,19.9,8.5,NA,fi2,muscle,0900014,r,Striped snake-head,May-Oct,NA,NNP calc. as % of TN,1999,bc14,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,bc218,Finfish,Channa striata,Channa striata,Channa striatus,Striped snakehead,muscle,"Snakehead, wild, boneless, skinless fillet, raw","Thailand, Mueang Sisaket district, Pho",NA,NA,NA,NA,NA,NA,NA,NA,fi46,muscle_skinless,0900218,r,Striped snakehead,wet season,fish derive from rice-fish farming systems,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,bc218,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,bc219,Finfish,Channa striata,Channa striata,Channa striatus,Striped snakehead,muscle,"Snakehead, wild, boneless, skinless fillet, raw","Thailand, Kanthararom district, Nong Waeng",NA,NA,NA,NA,NA,NA,NA,NA,fi46,muscle_skinless,0900219,r,Striped snakehead,wet season,fish derive from rice-fish farming systems,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,bc219,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,bc220,Finfish,Channa striata,Channa striata,Channa striatus,Striped snakehead,muscle,"Snakehead, wild, boneless, skinless fillet, raw","Thailand, Mueang Sisaket district, Phon Kha",NA,NA,NA,NA,NA,NA,NA,NA,fi46,muscle_skinless,0900220,r,Striped snakehead,wet season,fish derive from rice-fish farming systems,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,bc220,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,bc583,Finfish,Channa striata,Channa striata,Channa striata,Striped snakehead,NA,"Snakehead murrel, wild, skin-on, raw","Laos, Champasak and Savannakhet, rice field ecosystems",71,0.3,0.7,NA,0.022882,18.6,0.4,NA,fi103,muscle,0900602,r,Striped snakehead,dry season,NA,FA converted using XFA,2010,bc583,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,elongated,benthopelagic,10,100,af64,Finfish,Channa striata,Channa striata,Ophicephalus striatus,Striped snakehead,NA,"Snakehead, wild, boneless flesh, raw","Sri Lanka, Nikaweratiya, Magala tank",108.3,0.5,NA,NA,NA,NA,NA,NA,fi24,muscle,0901368,r,Striped snakehead,NA,"mean length and weight of fish: 24.6cm, 112.0g",NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,Channa striata,0.988,NA,freshbrack
Chelon labrosus,2.5,plants/detritus+animals (troph. 2.2-2.79),browsing on substrate,2.59,subtropical,elongated,demersal,NA,75,bc315,Finfish,Chelon labrosus,Chelon labrosus,Chelon labrosus,Thicklip grey mullet,NA,"Thicklip grey mullet, wild, fillet, raw","Turkey, Mediterranean Sea",NA,NA,NA,0.098861323,0.083924529,NA,1.51,NA,fi67,muscle,0900334,r,Thicklip grey mullet,NA,NA,FA converted using XFA,2009,bc315,NA,NA,NA,NA,NA,NA,NA,Chelon labrosus,0.988,NA,freshbrackmarine
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,fusiform / normal,benthopelagic,NA,50,bc168,Finfish,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,muscle,"Nase, wild, skinless fillet, raw","Greece, Evros River",57,1,0.5,NA,NA,18,1.1,NA,fi32,muscle_skinless,0900168,r,Common nase,Summer 1987,"mean length and weight: 33cm, 330g",NA,1989,bc168,NA,NA,NA,NA,NA,NA,NA,Chondrostoma nasus,0.988,NA,fresh
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,fusiform / normal,benthopelagic,NA,50,bc169,Finfish,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,muscle,"Nase, wild, skinless fillet, raw","Greece, Evros River",53,0.9,0.5,NA,NA,18,0.9,NA,fi32,muscle_skinless,0900169,r,Common nase,Summer 1988,"mean length and weight: 32cm, 330g",NA,1989,bc169,NA,NA,NA,NA,NA,NA,NA,Chondrostoma nasus,0.988,NA,fresh
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,fusiform / normal,benthopelagic,NA,50,bc230,Finfish,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,muscle,"Nase, wild, skinless, boneless fillet, raw","Greece, Evros River",NA,NA,NA,0.064194,0.096291,NA,1.3,NA,fi47,muscle_skinless,0900230,r,Common nase,Jul-Aug 1987,mean weight of fish: 300g,FA converted using XFA,1991,bc230,NA,NA,NA,NA,NA,NA,NA,Chondrostoma nasus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc105,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"African catfish, wild, skinless, boneless dorsal muscle, raw","Uganda, Lwampanga at Lake Kyoga",NA,NA,NA,0.01536,0.0448,NA,NA,NA,fi23,muscle_skinless,0900105,r,North African catfish,Dec 2005,NA,NA,2008,bc105,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc106,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"African catfish, wild, skinless, boneless dorsal muscle, raw","Uganda, Bukungu at Lake Kyoga",NA,NA,NA,0.0256,0.0504,NA,NA,NA,fi23,muscle_skinless,0900106,r,North African catfish,Oct 2005,NA,NA,2008,bc106,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc145,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"Catfish B, wild, muscle fillet, raw","Uganda, Lake Viktoria, Kasenyi and Ggaba",NA,NA,NA,0.20437599,0.5764451,NA,5.77,NA,fi28,muscle,0900145,r,North African catfish,Feb 2008,mean weight of fish: 5690g,FA converted using XFA,2011,bc145,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc185,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"North African catfish, wild, muscle tissue, raw","Turkey, Adana, Seyhan Dam Lake",NA,NA,NA,0.05989053,0.191649696,NA,3.21,NA,fi34,muscle,0900185,r,North African catfish,NA,NA,FA converted using XFA,2007,bc185,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc197,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias lazera,North African catfish,NA,"North African catfish, wild, skin-on fillet (incl. bones), raw","Nigeria, Zaria, Galma River",NA,NA,NA,NA,NA,18.8,3.7,NA,fi38,muscle_bones,0900197,r,North African catfish,Jan-May (dry season),NA,NA,1997,bc197,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc694,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"African catfish, wild (small size), dorsal muscle fillet, skinless, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,muscle_skinless,0900713,r,North African catfish,Nov 1993,"mean length and weight: 28cm, 150g; iodine given in mcg/kg wet weight",NA,1997,bc694,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc695,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"African catfish, wild (medium size), dorsal muscle fillet, skinless, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,muscle_skinless,0900714,r,North African catfish,Nov 1993,"mean length and weight: 38cm, 389g; iodine given in mcg/kg wet weight",NA,1997,bc695,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc696,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,muscle,"African catfish, wild (large size), dorsal muscle fillet, skinless, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,muscle_skinless,0900715,r,North African catfish,Nov 1993,"mean length and weight: 46cm, 571g; iodine given in mcg/kg wet weight",NA,1997,bc696,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc697,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"African catfish, wild (small size), skin, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,skin,0900716,r,North African catfish,Nov 1993,iodine given in mcg/kg wet weight,NA,1997,bc697,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc698,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"African catfish, wild (medium size), skin, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,skin,0900717,r,North African catfish,Nov 1993,iodine given in mcg/kg wet weight,NA,1997,bc698,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc699,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"African catfish, wild (large size), skin, raw","Ethiopia, Awasa, Lake Awasa",NA,NA,NA,NA,NA,NA,NA,NA,fi118,skin,0900718,r,North African catfish,Nov 1993,iodine given in mcg/kg wet weight,NA,1997,bc699,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc1206,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"African catfish, wild, fillet, raw","Nigera, Lagos, Makoko/Epe Landing sites",NA,NA,NA,NA,NA,18.8,NA,NA,fi196,muscle,0901245,r,North African catfish,NA,NA,FA converted using XFA,2009,bc1206,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,benthopelagic,80,170,bc1536,Finfish,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,NA,"African catfish, wild, raw","Nigeria, Ibadan Oyo State",NA,NA,NA,NA,NA,16.375,2.033,NA,fi278,muscle_organs,0902453,r,North African catfish,NA,fish were gutted and head region discarded,NA,2013,bc1536,NA,NA,NA,NA,NA,NA,NA,Clarias gariepinus,0.988,NA,fresh
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,364,45,c121,Finfish,Clupea harengus,NA,NA,Atlantic Herring,muscle,"Atlantic Herring, muscle",NA,20,1,0.701,NA,NA,18,9.8,c121,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea harengus,0.988,NA,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,364,45,c123,Finfish,Clupea harengus,NA,NA,Atlantic Herring,whole,"Atlantic Herring, whole",NA,NA,NA,NA,NA,NA,17.2,16.4,c123,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea harengus,0.988,NA,brackmarine
Clupea harengus,2.5555555555555554,mainly animals (troph. 2.8 and up),selective plankton feeding,3.294999980926515,temperate,fusiform / normal,benthopelagic,364,45,c127,Finfish,Clupea harengus,NA,NA,Atlantic Herring,muscle,"Atlantic Herring, muscle",NA,NA,NA,NA,1.05,1.29,NA,NA,c127,55,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupea harengus,0.988,NA,brackmarine
