threshold1,number_of_targets,number_of_species,threshold
0.1,5.0,25.0,10
0.1,5.0,26.0,10
0.1,5.0,27.0,10
0.1,5.0,28.0,10
0.1,5.0,29.0,10
0.1,5.0,30.0,10
0.1,5.0,31.0,10
0.1,5.0,32.0,10
0.1,5.0,33.0,10
0.1,5.0,34.0,10
0.1,5.0,35.0,10
0.1,5.0,36.0,10
0.1,5.0,37.0,10
0.1,5.0,38.0,10
0.1,5.0,39.0,10
0.1,5.0,40.0,10
0.1,5.0,41.0,10
0.1,5.0,42.0,10
0.1,5.0,43.0,10
0.1,5.0,44.0,10
0.1,5.0,45.0,10
0.1,5.0,46.0,10
0.1,5.0,47.0,10
0.1,5.0,48.0,10
0.1,5.0,49.0,10
0.1,5.0,50.0,10
0.1,5.0,51.0,10
0.1,5.0,52.0,10
0.1,5.0,53.0,10
0.1,5.0,54.0,10
0.1,5.0,55.0,10
0.1,5.0,56.0,10
0.1,5.0,57.0,10
0.1,5.0,58.0,10
0.1,5.0,59.0,10
0.1,5.0,60.0,10
0.1,5.0,61.0,10
0.1,5.0,62.0,10
0.1,5.0,63.0,10
0.1,5.0,64.0,10
0.1,5.0,65.0,10
0.1,5.0,66.0,10
0.1,5.0,67.0,10
0.1,5.0,68.0,10
0.1,5.0,69.0,10
0.1,5.0,70.0,10
0.1,5.0,71.0,10
0.1,5.0,72.0,10
0.1,5.0,73.0,10
0.1,5.0,74.0,10
0.1,5.0,75.0,10
0.1,5.0,76.0,10
0.1,5.0,77.0,10
0.1,5.0,78.0,10
0.1,5.0,79.0,10
0.1,5.0,80.0,10
0.1,5.0,81.0,10
0.1,5.0,82.0,10
0.1,5.0,83.0,10
0.1,5.0,84.0,10
0.1,5.0,85.0,10
0.1,5.0,86.0,10
0.1,5.0,87.0,10
0.1,5.0,88.0,10
0.1,5.0,89.0,10
0.1,5.0,90.0,10
0.1,5.0,91.0,10
0.1,5.0,92.0,10
0.1,5.0,93.0,10
0.1,5.0,94.0,10
0.1,5.0,95.0,10
0.1,5.0,96.0,10
0.1,5.0,97.0,10
0.1,5.0,98.0,10
0.1,5.0,99.0,10
0.1,5.0,100.0,10
0.1,5.0,101.0,10
0.1,5.0,102.0,10
0.1,5.0,103.0,10
0.1,5.0,104.0,10
0.1,5.0,105.0,10
0.1,5.0,106.0,10
0.1,5.0,107.0,10
0.1,5.0,108.0,10
0.11,2.29,1.0,11
0.11,3.57,2.0,11
0.11,4.04,3.0,11
0.11,4.39,4.0,11
0.11,4.61,5.0,11
0.11,4.74,6.0,11
0.11,4.89,7.0,11
0.11,4.93,8.0,11
0.11,4.94,9.0,11
0.11,4.96,10.0,11
0.11,4.98,11.0,11
0.11,4.99,12.0,11
0.11,4.99,13.0,11
0.11,4.99,14.0,11
0.11,4.99,15.0,11
0.11,5.0,16.0,11
0.11,5.0,17.0,11
0.11,5.0,18.0,11
0.11,5.0,19.0,11
0.11,5.0,20.0,11
0.11,5.0,21.0,11
0.11,5.0,22.0,11
0.11,5.0,23.0,11
0.11,5.0,24.0,11
0.11,5.0,25.0,11
0.11,5.0,26.0,11
0.11,5.0,27.0,11
0.11,5.0,28.0,11
0.11,5.0,29.0,11
0.11,5.0,30.0,11
0.11,5.0,31.0,11
0.11,5.0,32.0,11
0.11,5.0,33.0,11
0.11,5.0,34.0,11
0.11,5.0,35.0,11
0.11,5.0,36.0,11
0.11,5.0,37.0,11
0.11,5.0,38.0,11
0.11,5.0,39.0,11
0.11,5.0,40.0,11
0.11,5.0,41.0,11
0.11,5.0,42.0,11
0.11,5.0,43.0,11
0.11,5.0,44.0,11
0.11,5.0,45.0,11
0.11,5.0,46.0,11
0.11,5.0,47.0,11
0.11,5.0,48.0,11
0.11,5.0,49.0,11
0.11,5.0,50.0,11
0.11,5.0,51.0,11
0.11,5.0,52.0,11
0.11,5.0,53.0,11
0.11,5.0,54.0,11
0.11,5.0,55.0,11
0.11,5.0,56.0,11
0.11,5.0,57.0,11
0.11,5.0,58.0,11
0.11,5.0,59.0,11
0.11,5.0,60.0,11
0.11,5.0,61.0,11
0.11,5.0,62.0,11
0.11,5.0,63.0,11
0.11,5.0,64.0,11
0.11,5.0,65.0,11
0.11,5.0,66.0,11
0.11,5.0,67.0,11
0.11,5.0,68.0,11
0.11,5.0,69.0,11
0.11,5.0,70.0,11
0.11,5.0,71.0,11
0.11,5.0,72.0,11
0.11,5.0,73.0,11
0.11,5.0,74.0,11
0.11,5.0,75.0,11
0.11,5.0,76.0,11
0.11,5.0,77.0,11
0.11,5.0,78.0,11
0.11,5.0,79.0,11
0.11,5.0,80.0,11
0.11,5.0,81.0,11
0.11,5.0,82.0,11
0.11,5.0,83.0,11
0.11,5.0,84.0,11
0.11,5.0,85.0,11
0.11,5.0,86.0,11
0.11,5.0,87.0,11
0.11,5.0,88.0,11
0.11,5.0,89.0,11
0.11,5.0,90.0,11
0.11,5.0,91.0,11
0.11,5.0,92.0,11
0.11,5.0,93.0,11
0.11,5.0,94.0,11
0.11,5.0,95.0,11
0.11,5.0,96.0,11
0.11,5.0,97.0,11
0.11,5.0,98.0,11
0.11,5.0,99.0,11
0.11,5.0,100.0,11
0.11,5.0,101.0,11
0.11,5.0,102.0,11
0.11,5.0,103.0,11
0.11,5.0,104.0,11
0.11,5.0,105.0,11
0.11,5.0,106.0,11
0.11,5.0,107.0,11
0.11,5.0,108.0,11
0.12,2.09,1.0,12
0.12,3.07,2.0,12
0.12,3.73,3.0,12
0.12,4.04,4.0,12
0.12,4.37,5.0,12
0.12,4.57,6.0,12
0.12,4.8,7.0,12
0.12,4.91,8.0,12
0.12,4.93,9.0,12
0.12,4.96,10.0,12
0.12,4.98,11.0,12
0.12,4.99,12.0,12
0.12,4.99,13.0,12
0.12,5.0,14.0,12
0.12,5.0,15.0,12
0.12,5.0,16.0,12
0.12,5.0,17.0,12
0.12,5.0,18.0,12
0.12,5.0,19.0,12
0.12,5.0,20.0,12
0.12,5.0,21.0,12
0.12,5.0,22.0,12
0.12,5.0,23.0,12
0.12,5.0,24.0,12
0.12,5.0,25.0,12
0.12,5.0,26.0,12
0.12,5.0,27.0,12
0.12,5.0,28.0,12
0.12,5.0,29.0,12
0.12,5.0,30.0,12
0.12,5.0,31.0,12
0.12,5.0,32.0,12
0.12,5.0,33.0,12
0.12,5.0,34.0,12
0.12,5.0,35.0,12
0.12,5.0,36.0,12
0.12,5.0,37.0,12
0.12,5.0,38.0,12
0.12,5.0,39.0,12
0.12,5.0,40.0,12
0.12,5.0,41.0,12
0.12,5.0,42.0,12
0.12,5.0,43.0,12
0.12,5.0,44.0,12
0.12,5.0,45.0,12
0.12,5.0,46.0,12
0.12,5.0,47.0,12
0.12,5.0,48.0,12
0.12,5.0,49.0,12
0.12,5.0,50.0,12
0.12,5.0,51.0,12
0.12,5.0,52.0,12
0.12,5.0,53.0,12
0.12,5.0,54.0,12
0.12,5.0,55.0,12
0.12,5.0,56.0,12
0.12,5.0,57.0,12
0.12,5.0,58.0,12
0.12,5.0,59.0,12
0.12,5.0,60.0,12
0.12,5.0,61.0,12
0.12,5.0,62.0,12
0.12,5.0,63.0,12
0.12,5.0,64.0,12
0.12,5.0,65.0,12
0.12,5.0,66.0,12
0.12,5.0,67.0,12
0.12,5.0,68.0,12
0.12,5.0,69.0,12
0.12,5.0,70.0,12
0.12,5.0,71.0,12
0.12,5.0,72.0,12
0.12,5.0,73.0,12
0.12,5.0,74.0,12
0.12,5.0,75.0,12
0.12,5.0,76.0,12
0.12,5.0,77.0,12
0.12,5.0,78.0,12
0.12,5.0,79.0,12
0.12,5.0,80.0,12
0.12,5.0,81.0,12
0.12,5.0,82.0,12
0.12,5.0,83.0,12
0.12,5.0,84.0,12
0.12,5.0,85.0,12
0.12,5.0,86.0,12
0.12,5.0,87.0,12
0.12,5.0,88.0,12
0.12,5.0,89.0,12
0.12,5.0,90.0,12
0.12,5.0,91.0,12
0.12,5.0,92.0,12
0.12,5.0,93.0,12
0.12,5.0,94.0,12
0.12,5.0,95.0,12
0.12,5.0,96.0,12
0.12,5.0,97.0,12
0.12,5.0,98.0,12
0.12,5.0,99.0,12
0.12,5.0,100.0,12
0.12,5.0,101.0,12
0.12,5.0,102.0,12
0.12,5.0,103.0,12
0.12,5.0,104.0,12
0.12,5.0,105.0,12
0.12,5.0,106.0,12
0.12,5.0,107.0,12
0.12,5.0,108.0,12
0.13,1.85,1.0,13
0.13,2.95,2.0,13
0.13,3.6,3.0,13
0.13,4.04,4.0,13
0.13,4.39,5.0,13
0.13,4.61,6.0,13
0.13,4.75,7.0,13
0.13,4.82,8.0,13
0.13,4.88,9.0,13
0.13,4.95,10.0,13
0.13,4.97,11.0,13
0.13,4.98,12.0,13
0.13,4.98,13.0,13
0.13,4.98,14.0,13
0.13,4.98,15.0,13
0.13,4.99,16.0,13
0.13,5.0,17.0,13
0.13,5.0,18.0,13
0.13,5.0,19.0,13
0.13,5.0,20.0,13
0.13,5.0,21.0,13
0.13,5.0,22.0,13
0.13,5.0,23.0,13
0.13,5.0,24.0,13
0.13,5.0,25.0,13
0.13,5.0,26.0,13
0.13,5.0,27.0,13
0.13,5.0,28.0,13
0.13,5.0,29.0,13
0.13,5.0,30.0,13
0.13,5.0,31.0,13
0.13,5.0,32.0,13
0.13,5.0,33.0,13
0.13,5.0,34.0,13
0.13,5.0,35.0,13
0.13,5.0,36.0,13
0.13,5.0,37.0,13
0.13,5.0,38.0,13
0.13,5.0,39.0,13
0.13,5.0,40.0,13
0.13,5.0,41.0,13
0.13,5.0,42.0,13
0.13,5.0,43.0,13
0.13,5.0,44.0,13
0.13,5.0,45.0,13
0.13,5.0,46.0,13
0.13,5.0,47.0,13
0.13,5.0,48.0,13
0.13,5.0,49.0,13
0.13,5.0,50.0,13
0.13,5.0,51.0,13
0.13,5.0,52.0,13
0.13,5.0,53.0,13
0.13,5.0,54.0,13
0.13,5.0,55.0,13
0.13,5.0,56.0,13
0.13,5.0,57.0,13
0.13,5.0,58.0,13
0.13,5.0,59.0,13
0.13,5.0,60.0,13
0.13,5.0,61.0,13
0.13,5.0,62.0,13
0.13,5.0,63.0,13
0.13,5.0,64.0,13
0.13,5.0,65.0,13
0.13,5.0,66.0,13
0.13,5.0,67.0,13
0.13,5.0,68.0,13
0.13,5.0,69.0,13
0.13,5.0,70.0,13
0.13,5.0,71.0,13
0.13,5.0,72.0,13
0.13,5.0,73.0,13
0.13,5.0,74.0,13
0.13,5.0,75.0,13
0.13,5.0,76.0,13
0.13,5.0,77.0,13
0.13,5.0,78.0,13
0.13,5.0,79.0,13
0.13,5.0,80.0,13
0.13,5.0,81.0,13
0.13,5.0,82.0,13
0.13,5.0,83.0,13
0.13,5.0,84.0,13
0.13,5.0,85.0,13
0.13,5.0,86.0,13
0.13,5.0,87.0,13
0.13,5.0,88.0,13
0.13,5.0,89.0,13
0.13,5.0,90.0,13
0.13,5.0,91.0,13
0.13,5.0,92.0,13
0.13,5.0,93.0,13
0.13,5.0,94.0,13
0.13,5.0,95.0,13
0.13,5.0,96.0,13
0.13,5.0,97.0,13
0.13,5.0,98.0,13
0.13,5.0,99.0,13
0.13,5.0,100.0,13
0.13,5.0,101.0,13
0.13,5.0,102.0,13
0.13,5.0,103.0,13
0.13,5.0,104.0,13
0.13,5.0,105.0,13
0.13,5.0,106.0,13
0.13,5.0,107.0,13
0.13,5.0,108.0,13
0.14,1.86,1.0,14
0.14,3.06,2.0,14
0.14,3.72,3.0,14
0.14,4.06,4.0,14
0.14,4.4,5.0,14
0.14,4.65,6.0,14
0.14,4.72,7.0,14
0.14,4.83,8.0,14
0.14,4.83,9.0,14
0.14,4.9,10.0,14
0.14,4.94,11.0,14
0.14,4.95,12.0,14
0.14,4.95,13.0,14
0.14,4.97,14.0,14
0.14,4.99,15.0,14
0.14,4.99,16.0,14
0.14,5.0,17.0,14
0.14,5.0,18.0,14
0.14,5.0,19.0,14
0.14,5.0,20.0,14
0.14,5.0,21.0,14
0.14,5.0,22.0,14
0.14,5.0,23.0,14
0.14,5.0,24.0,14
0.14,5.0,25.0,14
0.14,5.0,26.0,14
0.14,5.0,27.0,14
0.14,5.0,28.0,14
0.14,5.0,29.0,14
0.14,5.0,30.0,14
0.14,5.0,31.0,14
0.14,5.0,32.0,14
0.14,5.0,33.0,14
0.14,5.0,34.0,14
0.14,5.0,35.0,14
0.14,5.0,36.0,14
0.14,5.0,37.0,14
0.14,5.0,38.0,14
0.14,5.0,39.0,14
0.14,5.0,40.0,14
0.14,5.0,41.0,14
0.14,5.0,42.0,14
0.14,5.0,43.0,14
0.14,5.0,44.0,14
0.14,5.0,45.0,14
0.14,5.0,46.0,14
0.14,5.0,47.0,14
0.14,5.0,48.0,14
0.14,5.0,49.0,14
0.14,5.0,50.0,14
0.14,5.0,51.0,14
0.14,5.0,52.0,14
0.14,5.0,53.0,14
0.14,5.0,54.0,14
0.14,5.0,55.0,14
0.14,5.0,56.0,14
0.14,5.0,57.0,14
0.14,5.0,58.0,14
0.14,5.0,59.0,14
0.14,5.0,60.0,14
0.14,5.0,61.0,14
0.14,5.0,62.0,14
0.14,5.0,63.0,14
0.14,5.0,64.0,14
0.14,5.0,65.0,14
0.14,5.0,66.0,14
0.14,5.0,67.0,14
0.14,5.0,68.0,14
0.14,5.0,69.0,14
0.14,5.0,70.0,14
0.14,5.0,71.0,14
0.14,5.0,72.0,14
0.14,5.0,73.0,14
0.14,5.0,74.0,14
0.14,5.0,75.0,14
0.14,5.0,76.0,14
0.14,5.0,77.0,14
0.14,5.0,78.0,14
0.14,5.0,79.0,14
0.14,5.0,80.0,14
0.14,5.0,81.0,14
0.14,5.0,82.0,14
0.14,5.0,83.0,14
0.14,5.0,84.0,14
0.14,5.0,85.0,14
0.14,5.0,86.0,14
0.14,5.0,87.0,14
0.14,5.0,88.0,14
0.14,5.0,89.0,14
0.14,5.0,90.0,14
0.14,5.0,91.0,14
0.14,5.0,92.0,14
0.14,5.0,93.0,14
0.14,5.0,94.0,14
0.14,5.0,95.0,14
0.14,5.0,96.0,14
0.14,5.0,97.0,14
0.14,5.0,98.0,14
0.14,5.0,99.0,14
0.14,5.0,100.0,14
0.14,5.0,101.0,14
0.14,5.0,102.0,14
0.14,5.0,103.0,14
0.14,5.0,104.0,14
0.14,5.0,105.0,14
0.14,5.0,106.0,14
0.14,5.0,107.0,14
0.14,5.0,108.0,14
0.15,1.9,1.0,15
0.15,2.85,2.0,15
0.15,3.29,3.0,15
0.15,3.79,4.0,15
0.15,4.17,5.0,15
0.15,4.35,6.0,15
0.15,4.51,7.0,15
0.15,4.65,8.0,15
0.15,4.72,9.0,15
0.15,4.75,10.0,15
0.15,4.85,11.0,15
0.15,4.9,12.0,15
0.15,4.95,13.0,15
0.15,4.98,14.0,15
0.15,4.98,15.0,15
0.15,4.99,16.0,15
0.15,5.0,17.0,15
0.15,5.0,18.0,15
0.15,5.0,19.0,15
0.15,5.0,20.0,15
0.15,5.0,21.0,15
0.15,5.0,22.0,15
0.15,5.0,23.0,15
0.15,5.0,24.0,15
0.15,5.0,25.0,15
0.15,5.0,26.0,15
0.15,5.0,27.0,15
0.15,5.0,28.0,15
0.15,5.0,29.0,15
0.15,5.0,30.0,15
0.15,5.0,31.0,15
0.15,5.0,32.0,15
0.15,5.0,33.0,15
0.15,5.0,34.0,15
0.15,5.0,35.0,15
0.15,5.0,36.0,15
0.15,5.0,37.0,15
0.15,5.0,38.0,15
0.15,5.0,39.0,15
0.15,5.0,40.0,15
0.15,5.0,41.0,15
0.15,5.0,42.0,15
0.15,5.0,43.0,15
0.15,5.0,44.0,15
0.15,5.0,45.0,15
0.15,5.0,46.0,15
0.15,5.0,47.0,15
0.15,5.0,48.0,15
0.15,5.0,49.0,15
0.15,5.0,50.0,15
0.15,5.0,51.0,15
0.15,5.0,52.0,15
0.15,5.0,53.0,15
0.15,5.0,54.0,15
0.15,5.0,55.0,15
0.15,5.0,56.0,15
0.15,5.0,57.0,15
0.15,5.0,58.0,15
0.15,5.0,59.0,15
0.15,5.0,60.0,15
0.15,5.0,61.0,15
0.15,5.0,62.0,15
0.15,5.0,63.0,15
0.15,5.0,64.0,15
0.15,5.0,65.0,15
0.15,5.0,66.0,15
0.15,5.0,67.0,15
0.15,5.0,68.0,15
0.15,5.0,69.0,15
0.15,5.0,70.0,15
0.15,5.0,71.0,15
0.15,5.0,72.0,15
0.15,5.0,73.0,15
0.15,5.0,74.0,15
0.15,5.0,75.0,15
0.15,5.0,76.0,15
0.15,5.0,77.0,15
0.15,5.0,78.0,15
0.15,5.0,79.0,15
0.15,5.0,80.0,15
0.15,5.0,81.0,15
0.15,5.0,82.0,15
0.15,5.0,83.0,15
0.15,5.0,84.0,15
0.15,5.0,85.0,15
0.15,5.0,86.0,15
0.15,5.0,87.0,15
0.15,5.0,88.0,15
0.15,5.0,89.0,15
0.15,5.0,90.0,15
0.15,5.0,91.0,15
0.15,5.0,92.0,15
0.15,5.0,93.0,15
0.15,5.0,94.0,15
0.15,5.0,95.0,15
0.15,5.0,96.0,15
0.15,5.0,97.0,15
0.15,5.0,98.0,15
0.15,5.0,99.0,15
0.15,5.0,100.0,15
0.15,5.0,101.0,15
0.15,5.0,102.0,15
0.15,5.0,103.0,15
0.15,5.0,104.0,15
0.15,5.0,105.0,15
0.15,5.0,106.0,15
0.15,5.0,107.0,15
0.15,5.0,108.0,15
0.16,1.62,1.0,16
0.16,2.67,2.0,16
0.16,3.48,3.0,16
0.16,3.92,4.0,16
0.16,4.25,5.0,16
0.16,4.47,6.0,16
0.16,4.58,7.0,16
0.16,4.67,8.0,16
0.16,4.76,9.0,16
0.16,4.8,10.0,16
0.16,4.86,11.0,16
0.16,4.87,12.0,16
0.16,4.89,13.0,16
0.16,4.91,14.0,16
0.16,4.93,15.0,16
0.16,4.96,16.0,16
0.16,4.96,17.0,16
0.16,4.98,18.0,16
0.16,4.98,19.0,16
0.16,5.0,20.0,16
0.16,5.0,21.0,16
0.16,5.0,22.0,16
0.16,5.0,23.0,16
0.16,5.0,24.0,16
0.16,5.0,25.0,16
0.16,5.0,26.0,16
0.16,5.0,27.0,16
0.16,5.0,28.0,16
0.16,5.0,29.0,16
0.16,5.0,30.0,16
0.16,5.0,31.0,16
0.16,5.0,32.0,16
0.16,5.0,33.0,16
0.16,5.0,34.0,16
0.16,5.0,35.0,16
0.16,5.0,36.0,16
0.16,5.0,37.0,16
0.16,5.0,38.0,16
0.16,5.0,39.0,16
0.16,5.0,40.0,16
0.16,5.0,41.0,16
0.16,5.0,42.0,16
0.16,5.0,43.0,16
0.16,5.0,44.0,16
0.16,5.0,45.0,16
0.16,5.0,46.0,16
0.16,5.0,47.0,16
0.16,5.0,48.0,16
0.16,5.0,49.0,16
0.16,5.0,50.0,16
0.16,5.0,51.0,16
0.16,5.0,52.0,16
0.16,5.0,53.0,16
0.16,5.0,54.0,16
0.16,5.0,55.0,16
0.16,5.0,56.0,16
0.16,5.0,57.0,16
0.16,5.0,58.0,16
0.16,5.0,59.0,16
0.16,5.0,60.0,16
0.16,5.0,61.0,16
0.16,5.0,62.0,16
0.16,5.0,63.0,16
0.16,5.0,64.0,16
0.16,5.0,65.0,16
0.16,5.0,66.0,16
0.16,5.0,67.0,16
0.16,5.0,68.0,16
0.16,5.0,69.0,16
0.16,5.0,70.0,16
0.16,5.0,71.0,16
0.16,5.0,72.0,16
0.16,5.0,73.0,16
0.16,5.0,74.0,16
0.16,5.0,75.0,16
0.16,5.0,76.0,16
0.16,5.0,77.0,16
0.16,5.0,78.0,16
0.16,5.0,79.0,16
0.16,5.0,80.0,16
0.16,5.0,81.0,16
0.16,5.0,82.0,16
0.16,5.0,83.0,16
0.16,5.0,84.0,16
0.16,5.0,85.0,16
0.16,5.0,86.0,16
0.16,5.0,87.0,16
0.16,5.0,88.0,16
0.16,5.0,89.0,16
0.16,5.0,90.0,16
0.16,5.0,91.0,16
0.16,5.0,92.0,16
0.16,5.0,93.0,16
0.16,5.0,94.0,16
0.16,5.0,95.0,16
0.16,5.0,96.0,16
0.16,5.0,97.0,16
0.16,5.0,98.0,16
0.16,5.0,99.0,16
0.16,5.0,100.0,16
0.16,5.0,101.0,16
0.16,5.0,102.0,16
0.16,5.0,103.0,16
0.16,5.0,104.0,16
0.16,5.0,105.0,16
0.16,5.0,106.0,16
0.16,5.0,107.0,16
0.16,5.0,108.0,16
0.17,1.78,1.0,17
0.17,2.72,2.0,17
0.17,3.37,3.0,17
0.17,3.7,4.0,17
0.17,3.99,5.0,17
0.17,4.31,6.0,17
0.17,4.39,7.0,17
0.17,4.46,8.0,17
0.17,4.58,9.0,17
0.17,4.67,10.0,17
0.17,4.77,11.0,17
0.17,4.79,12.0,17
0.17,4.84,13.0,17
0.17,4.87,14.0,17
0.17,4.91,15.0,17
0.17,4.91,16.0,17
0.17,4.96,17.0,17
0.17,4.97,18.0,17
0.17,4.99,19.0,17
0.17,4.99,20.0,17
0.17,4.99,21.0,17
0.17,4.99,22.0,17
0.17,4.99,23.0,17
0.17,4.99,24.0,17
0.17,4.99,25.0,17
0.17,4.99,26.0,17
0.17,4.99,27.0,17
0.17,4.99,28.0,17
0.17,4.99,29.0,17
0.17,4.99,30.0,17
0.17,5.0,31.0,17
0.17,5.0,32.0,17
0.17,5.0,33.0,17
0.17,5.0,34.0,17
0.17,5.0,35.0,17
0.17,5.0,36.0,17
0.17,5.0,37.0,17
0.17,5.0,38.0,17
0.17,5.0,39.0,17
0.17,5.0,40.0,17
0.17,5.0,41.0,17
0.17,5.0,42.0,17
0.17,5.0,43.0,17
0.17,5.0,44.0,17
0.17,5.0,45.0,17
0.17,5.0,46.0,17
0.17,5.0,47.0,17
0.17,5.0,48.0,17
0.17,5.0,49.0,17
0.17,5.0,50.0,17
0.17,5.0,51.0,17
0.17,5.0,52.0,17
0.17,5.0,53.0,17
0.17,5.0,54.0,17
0.17,5.0,55.0,17
0.17,5.0,56.0,17
0.17,5.0,57.0,17
0.17,5.0,58.0,17
0.17,5.0,59.0,17
0.17,5.0,60.0,17
0.17,5.0,61.0,17
0.17,5.0,62.0,17
0.17,5.0,63.0,17
0.17,5.0,64.0,17
0.17,5.0,65.0,17
0.17,5.0,66.0,17
0.17,5.0,67.0,17
0.17,5.0,68.0,17
0.17,5.0,69.0,17
0.17,5.0,70.0,17
0.17,5.0,71.0,17
0.17,5.0,72.0,17
0.17,5.0,73.0,17
0.17,5.0,74.0,17
0.17,5.0,75.0,17
0.17,5.0,76.0,17
0.17,5.0,77.0,17
0.17,5.0,78.0,17
0.17,5.0,79.0,17
0.17,5.0,80.0,17
0.17,5.0,81.0,17
0.17,5.0,82.0,17
0.17,5.0,83.0,17
0.17,5.0,84.0,17
0.17,5.0,85.0,17
0.17,5.0,86.0,17
0.17,5.0,87.0,17
0.17,5.0,88.0,17
0.17,5.0,89.0,17
0.17,5.0,90.0,17
0.17,5.0,91.0,17
0.17,5.0,92.0,17
0.17,5.0,93.0,17
0.17,5.0,94.0,17
0.17,5.0,95.0,17
0.17,5.0,96.0,17
0.17,5.0,97.0,17
0.17,5.0,98.0,17
0.17,5.0,99.0,17
0.17,5.0,100.0,17
0.17,5.0,101.0,17
0.17,5.0,102.0,17
0.17,5.0,103.0,17
0.17,5.0,104.0,17
0.17,5.0,105.0,17
0.17,5.0,106.0,17
0.17,5.0,107.0,17
0.17,5.0,108.0,17
0.18,1.29,1.0,18
0.18,2.47,2.0,18
0.18,3.02,3.0,18
0.18,3.6,4.0,18
0.18,4.03,5.0,18
0.18,4.24,6.0,18
0.18,4.41,7.0,18
0.18,4.61,8.0,18
0.18,4.74,9.0,18
0.18,4.77,10.0,18
0.18,4.77,11.0,18
0.18,4.85,12.0,18
0.18,4.87,13.0,18
0.18,4.89,14.0,18
0.18,4.91,15.0,18
0.18,4.92,16.0,18
0.18,4.94,17.0,18
0.18,4.96,18.0,18
0.18,4.96,19.0,18
0.18,4.98,20.0,18
0.18,4.98,21.0,18
0.18,4.98,22.0,18
0.18,4.98,23.0,18
0.18,4.99,24.0,18
0.18,4.99,25.0,18
0.18,4.99,26.0,18
0.18,4.99,27.0,18
0.18,4.99,28.0,18
0.18,4.99,29.0,18
0.18,4.99,30.0,18
0.18,4.99,31.0,18
0.18,5.0,32.0,18
0.18,5.0,33.0,18
0.18,5.0,34.0,18
0.18,5.0,35.0,18
0.18,5.0,36.0,18
0.18,5.0,37.0,18
0.18,5.0,38.0,18
0.18,5.0,39.0,18
0.18,5.0,40.0,18
0.18,5.0,41.0,18
0.18,5.0,42.0,18
0.18,5.0,43.0,18
0.18,5.0,44.0,18
0.18,5.0,45.0,18
0.18,5.0,46.0,18
0.18,5.0,47.0,18
0.18,5.0,48.0,18
0.18,5.0,49.0,18
0.18,5.0,50.0,18
0.18,5.0,51.0,18
0.18,5.0,52.0,18
0.18,5.0,53.0,18
0.18,5.0,54.0,18
0.18,5.0,55.0,18
0.18,5.0,56.0,18
0.18,5.0,57.0,18
0.18,5.0,58.0,18
0.18,5.0,59.0,18
0.18,5.0,60.0,18
0.18,5.0,61.0,18
0.18,5.0,62.0,18
0.18,5.0,63.0,18
0.18,5.0,64.0,18
0.18,5.0,65.0,18
0.18,5.0,66.0,18
0.18,5.0,67.0,18
0.18,5.0,68.0,18
0.18,5.0,69.0,18
0.18,5.0,70.0,18
0.18,5.0,71.0,18
0.18,5.0,72.0,18
0.18,5.0,73.0,18
0.18,5.0,74.0,18
0.18,5.0,75.0,18
0.18,5.0,76.0,18
0.18,5.0,77.0,18
0.18,5.0,78.0,18
0.18,5.0,79.0,18
0.18,5.0,80.0,18
0.18,5.0,81.0,18
0.18,5.0,82.0,18
0.18,5.0,83.0,18
0.18,5.0,84.0,18
0.18,5.0,85.0,18
0.18,5.0,86.0,18
0.18,5.0,87.0,18
0.18,5.0,88.0,18
0.18,5.0,89.0,18
0.18,5.0,90.0,18
0.18,5.0,91.0,18
0.18,5.0,92.0,18
0.18,5.0,93.0,18
0.18,5.0,94.0,18
0.18,5.0,95.0,18
0.18,5.0,96.0,18
0.18,5.0,97.0,18
0.18,5.0,98.0,18
0.18,5.0,99.0,18
0.18,5.0,100.0,18
0.18,5.0,101.0,18
0.18,5.0,102.0,18
0.18,5.0,103.0,18
0.18,5.0,104.0,18
0.18,5.0,105.0,18
0.18,5.0,106.0,18
0.18,5.0,107.0,18
0.18,5.0,108.0,18
0.19,1.59,1.0,19
0.19,2.59,2.0,19
0.19,3.15,3.0,19
0.19,3.68,4.0,19
0.19,3.93,5.0,19
0.19,4.23,6.0,19
0.19,4.38,7.0,19
0.19,4.55,8.0,19
0.19,4.62,9.0,19
0.19,4.67,10.0,19
0.19,4.78,11.0,19
0.19,4.83,12.0,19
0.19,4.88,13.0,19
0.19,4.91,14.0,19
0.19,4.91,15.0,19
0.19,4.92,16.0,19
0.19,4.93,17.0,19
0.19,4.96,18.0,19
0.19,4.97,19.0,19
0.19,4.98,20.0,19
0.19,4.99,21.0,19
0.19,4.99,22.0,19
0.19,5.0,23.0,19
0.19,5.0,24.0,19
0.19,5.0,25.0,19
0.19,5.0,26.0,19
0.19,5.0,27.0,19
0.19,5.0,28.0,19
0.19,5.0,29.0,19
0.19,5.0,30.0,19
0.19,5.0,31.0,19
0.19,5.0,32.0,19
0.19,5.0,33.0,19
0.19,5.0,34.0,19
0.19,5.0,35.0,19
0.19,5.0,36.0,19
0.19,5.0,37.0,19
0.19,5.0,38.0,19
0.19,5.0,39.0,19
0.19,5.0,40.0,19
0.19,5.0,41.0,19
0.19,5.0,42.0,19
0.19,5.0,43.0,19
0.19,5.0,44.0,19
0.19,5.0,45.0,19
0.19,5.0,46.0,19
0.19,5.0,47.0,19
0.19,5.0,48.0,19
0.19,5.0,49.0,19
0.19,5.0,50.0,19
