genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples,biblio_id
merluccius bilinearis,finfish,hake-silver,US-Atlantic,4.37,NA,NA,NA,NA,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",3,karimi
merluccius productus,finfish,NA,US-california,11.495,63.2,175.8,6.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
merluccius productus,finfish,NA,US-pacific-northwest,13.49,47.1,374.2,6.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
merluccius productus,finfish,hake-Pacific,US-Pacific,23.902,NA,NA,NA,NA,karimi,"Cutshall NH, Naidu JR, Pearcy WG. 1978. Mercury concentrations in pacific hake, Merluccius productus (ayres), as a function of length and latitude. Science 200(4349):1489-1491.",281,karimi
merluccius productus,finfish,hake-Pacific,US,14.345,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,karimi
metacarcinus magister,crustacean,crab-Dungeness,US-Washington (Puget Sound),10.5621,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,3,karimi
metacarcinus magister,crustacean,crab-Dungeness,US-Oregon,10.26,NA,NA,NA,NA,karimi,"Caldwell RS, Buhler DR. 1983. Heavy metals in estuarine shellfish from Oregon Arch Environ Contam Toxicol 12(1):15-23.",180,karimi
metacarcinus magister,crustacean,crab-Dungeness,US-Washington,4.817857143,NA,NA,NA,NA,karimi,Lower Duwamish Waterway Group. 2005. Lower Duwamish Waterway Cleanup: Fish and Crab Tissue Data Report. Available: http://www.ldwg.org/assets/fish_crab_tissue/appendix_adata_tables_final.pdf [accessed 2 December 2010].,7,karimi
metacarcinus magister,crustacean,crab-Dungeness,US-California,6.59585,NA,NA,NA,NA,karimi,"San Francisco Public Utilities Commission. 2006. Southwest Ocean Outfall Regional Monitoring Program, Eight Year Summary Report, 1997-2004 San Francisco. Available: http://sfwater.org/main.cfm/MC_ID/4/MSC_ID/83 [accessed 27 January 2011].",7,karimi
metacarcinus magister,crustacean,crab-Dungeness,US,18.259,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,9,karimi
micropogon undulatus,finfish,NA,US-north atlantic,1.9,31,135,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
micropogon undulatus,finfish,NA,US-south atlantic,5.795,47.3,233.2,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
micropogon undulatus,finfish,NA,US-gulf,8.55,68.9,330.7,9.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
micropogonias undulatus,finfish,croaker,US-Louisiana,5.225,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,2,karimi
micropogonias undulatus,finfish,croaker,US-Virginia,1.589485714,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,37,karimi
micropogonias undulatus,finfish,croaker,US,9.7525,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,38,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Louisiana,4.75,NA,NA,NA,NA,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",1,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Delaware,7.402692308,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,13,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Delaware,10.07,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,5,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-New Jersey,13.87,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,5,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-North Carolina,5.739583333,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",24,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Virginia,3.080852575,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,13,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Virginia,5.529729535,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,23,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Virginia,7.2675,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,4,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Virginia,8.803697926,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Virginia,10.35848055,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,28,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Gulf,11.78730769,NA,NA,NA,NA,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",39,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Atlantic,2.893277778,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2007. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Carolinian Province 1994-1997) [accessed 24 October 2007].,18,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US,4.75,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US,8.33921875,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,32,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Atlantic,1.055555556,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,9,karimi
micropogonias undulatus,finfish,croaker-Atlantic,US-Gulf,5.410667222,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011c. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Louisianian Province 1991-1994) [accessed 3 February 2011].,171,karimi
micropogonias undulatus,finfish,NA,US-Florida,4.75,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
micropogonias undulatus,finfish,NA,US-Florida,5.7,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
micropogonias undulatus,finfish,NA,US-Florida,5.7,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
micropogonias undulatus,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
microstomus pacificus,finfish,NA,US-california,11.4,39,438.1,8.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
microstomus pacificus,finfish,NA,US-pacific northwest,10.545,48.5,680.5,6.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
microstomus pacificus,finfish,sole-Dover (Pacific),US-Washington (Puget Sound),10.3341,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,10,karimi
mola mola,finfish,NA,US-Florida,1.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989â€“2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,adams
morone americana,finfish,NA,US-north atlantic,10.64,75.2,170.4,6.8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone americana,finfish,NA,US-north atlantic,13.395,60.6,160,7.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone americana,finfish,NA,US-north atlantic,20.52,40.1,213.3,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone americana,finfish,NA,US-north atlantic,16.72,76.3,197.6,9.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone americana,finfish,NA,US-north atlantic,5.225,158.4,214.3,11.9,h-g-tailless,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone americana,finfish,perch-white,US-Atlantic,11.93833333,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",12,karimi
morone americana,finfish,perch-white,US-Delaware,13.62153846,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,13,karimi
morone americana,finfish,perch-white,US-Maryland,13.61138439,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,18,karimi
morone americana,finfish,perch-white,US-New Jersey,23.06388889,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,9,karimi
morone americana,finfish,perch-white,US-Virginia,8.509576703,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,58,karimi
morone americana,finfish,perch-white,US,11.59,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,163,karimi
morone americana,finfish,perch-white,US-Atlantic,9.4525,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,18,karimi
morone chrysops,finfish,bass-white,Lake Erie,18.49966667,NA,NA,NA,NA,karimi,"Kelso JRM, Frank R. 1974. Organochlorine residues, mercury, copper and cadmium in yellow perch, white bass and smallmouth bass, Long Point Bay, Lake Erie. Trans Am Fish Soc 103(3):577-581.",30,karimi
morone chrysops,finfish,bass-white,Great Lakes,11.21,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,69,karimi
morone saxatilis,finfish,NA,US-north atlantic,58.615,36.3,131.6,5.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-north atlantic,4.94,26.8,202,5.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-north atlantic,41.04,38.7,198.1,6.8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-california,51.205,54.6,147,6.8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-north atlantic,16.15,48.2,170.2,6.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-north atlantic,47.025,53,145.6,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
morone saxatilis,finfish,NA,US-north atlantic,9.215,48.2,359.9,8.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,NA
