"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Callinectes sapidus",385,"crustacean","protein",15,30
"Callorhinchus capensis",1301,"finfish","protein",22.5,45
"Caranx ignobilis",259,"finfish","protein",19.8,39.6
"Carassius carassius",121,"finfish","protein",18,36
"Carassius carassius",126,"finfish","protein",18,36
"Carcinus maenas",390,"crustacean","protein",16.8,33.6
"Catla catla",194,"finfish","protein",16,32
"Catostomus commersonii",391,"finfish","protein",15.83,31.66
"Caulolatilus intermedius",378,"finfish","protein",16,32
"Chaenocephalus aceratus",402,"finfish","protein",17.3,34.6
"Chamelea gallina",404,"mollusc","protein",9.06,18.12
"Chamelea gallina",405,"mollusc","protein",10.05,20.1
"Chamelea gallina",406,"mollusc","protein",10.5,21
"Chamelea gallina",407,"mollusc","protein",10.81,21.62
"Champsocephalus gunnari",408,"finfish","protein",17,34
"Channa marulius",252,"finfish","protein",17.3,34.6
"Channa striata",63,"finfish","protein",16.9,33.8
"Channa striata",414,"finfish","protein",19.9,39.8
"Chirocentrus dorab",430,"finfish","protein",20.83,41.66
"Chondrostoma nasus",127,"finfish","protein",18,36
"Chondrostoma nasus",132,"finfish","protein",18,36
"Chrysophrys auratus",864,"finfish","protein",20,40
"Clarias gariepinus",434,"finfish","protein",18.8,37.6
"Clarias gariepinus",1359,"finfish","protein",16.2,32.4
"Clarias lazera",18,"finfish","protein",18.8,37.6
"Clarias macrocephalus",445,"finfish","protein",17.8,35.6
"Clupea fimbrata",1042,"finfish","protein",19.01,38.02
"Clupea pilchardus",1019,"finfish","protein",16,32
"Clupea pilchardus",1020,"finfish","protein",18,36
"Clupea pilchardus",1021,"finfish","protein",18,36
"Clupeonella cultriventris caspia",181,"finfish","protein",18.4,36.8
"Coregonus clupeaformis",162,"finfish","protein",18,36
"Coregonus clupeaformis",179,"finfish","protein",20,40
"Corvina nigra",358,"finfish","protein",20,40
"Crassostrea gigas",482,"mollusc","protein",7.76,15.52
"Crassostrea rhizophorae",222,"mollusc","protein",3.22,6.44
"Crassostrea virginica",487,"mollusc","protein",5.6,11.2
"Crassostrea virginica",488,"mollusc","protein",6.3,12.6
"Cyclopterus lumpus",257,"finfish","protein",11.1,22.2
"Cyclopterus lumpus",267,"finfish","protein",11.3,22.6
"Cynoglossus arel",492,"finfish","protein",18.49,36.98
"Cynoscion arenarius",493,"finfish","protein",18.34,36.68
"Cynoscion nothus",495,"finfish","protein",18.69,37.38
"Cyprinus carpio",85,"finfish","protein",19,38
"Cyprinus carpio",135,"finfish","protein",19,38
"Cyprinus carpio",188,"finfish","protein",19.4,38.8
"Cyprinus carpio",506,"finfish","protein",18.34,36.68
"Cyprinus carpio",1298,"finfish","protein",16.21,32.42
"Deania calcea",514,"finfish","protein",22.6,45.2
"Dentex maroccanus",518,"finfish","protein",19.39,38.78
"Dicentrarchus labrax",521,"finfish","protein",21,42
"Diplodus sargus",530,"finfish","protein",18.11,36.22
"Diplodus sargus",531,"finfish","protein",18.59,37.18
"Diplodus sargus",532,"finfish","protein",18.71,37.42
"Diplodus sargus",533,"finfish","protein",19.27,38.54
"Diplodus sargus",534,"finfish","protein",19.38,38.76
"Diplodus sargus",535,"finfish","protein",19.83,39.66
"Diplodus sargus",536,"finfish","protein",20.18,40.36
"Diplodus sargus",537,"finfish","protein",20.38,40.76
"Dosidicus gigas",1604,"mollusc","protein",12.278,24.556
"Eleutheronema tetradactylum",544,"finfish","protein",20.14,40.28
"Elops saurus",545,"finfish","protein",17.1,34.2
"Engraulis encrasicolus",547,"finfish","protein",18.1,36.2
"Engraulis encrasicolus",548,"finfish","protein",18.2,36.4
"Engraulis encrasicolus",549,"finfish","protein",21,42
"Epinephelus sexfasciatus",560,"finfish","protein",18.87,37.74
"Epinephelus sexfasciatus",561,"finfish","protein",18.9,37.8
"Esox lucius",1300,"finfish","protein",14.42,28.84
"Etmopterus princeps",575,"finfish","protein",19.7,39.4
"Eualus barbatus",776,"finfish","protein",15,30
"Eualus barbatus",779,"finfish","protein",18,36
"Eualus barbatus",781,"finfish","protein",19,38
"Eualus barbatus",782,"finfish","protein",20.27,40.54
"Euscarus cretensis",1136,"finfish","protein",19,38
"Euthynnus pelamis",633,"finfish","protein",22,44
"Euthynnus pelamis",634,"finfish","protein",23,46
"Ficus filosus",596,"mollusc","protein",15.38,30.76
"Ficus filosus",597,"mollusc","protein",16.02,32.04
"Ficus filosus",598,"mollusc","protein",16.18,32.36
"Fluta alba",758,"finfish","protein",20.3,40.6
"Gadus macrocephalus",599,"finfish","protein",18.7,37.4
"Gadus minutus capelanus",1265,"finfish","protein",20,40
"Gadus morhua",263,"finfish","protein",17.7,35.4
"Galeorhinus australis",1261,"finfish","protein",21.2,42.4
"Glossogobius giuris",39,"finfish","protein",12.9,25.8
"Gymnura spp.",615,"finfish","protein",22.22,44.44
"Harpadon nehereus",197,"finfish","protein",8,16
"Hexaplex trunculus",613,"mollusc","protein",20.1,40.2
"Hilsa macrura",1168,"finfish","protein",17.46,34.92
"Hippoglossus hippoglossus",622,"finfish","protein",22.6,45.2
"Huso huso",625,"finfish","protein",17.63,35.26
"Hydrolagus affinis",626,"finfish","protein",18.3,36.6
"Hyperoglyphe antarctica",627,"finfish","protein",19,38
"Hypophthalmichthys nobilis",1299,"finfish","protein",14.56,29.12
"Hyporhamphus ihi",629,"finfish","protein",20.6,41.2
"Ictalurus punctatus",630,"finfish","protein",16,32
"Ictalurus punctatus",631,"finfish","protein",16.5,33
"Isopsetta isolepis",632,"finfish","protein",19.4,38.8
"Labeo rohita",226,"finfish","protein",13.5,27
"Lates calcarifer",262,"finfish","protein",16,32
"Lates calcarifer",649,"finfish","protein",19.66,39.32
"Lates calcarifer",650,"finfish","protein",22,44
"Leptomelanosoma indicum",282,"finfish","protein",18.1,36.2
"Leuciscus cephalus",97,"finfish","protein",19,38
"Leuciscus cephalus",111,"finfish","protein",20,40
"Leuciscus idus",112,"finfish","protein",19,38
"Leuciscus idus",113,"finfish","protein",19,38
"Lithognathus mormyrus",666,"finfish","protein",18,36
"Lithognathus mormyrus",667,"finfish","protein",18.92,37.84
"Liza aurata",274,"finfish","protein",21.3,42.6
"Liza ramada",671,"finfish","protein",16.02,32.04
"Liza ramada",672,"finfish","protein",16.87,33.74
"Liza ramada",673,"finfish","protein",17.66,35.32
"Loligo pealeii",677,"mollusc","protein",17.44,34.88
"Loligo vulgaris",679,"mollusc","protein",15,30
"Lota lota",688,"finfish","protein",17.4,34.8
"Lucioperca lucioperca",130,"finfish","protein",20,40
"Lucioperca lucioperca",139,"finfish","protein",21,42
"Lutjanus argentimaculatus",689,"finfish","protein",20.45,40.9
"Lutjanus johnii",690,"finfish","protein",19.41,38.82
"Lutjanus malabaricus",691,"finfish","protein",18.1,36.2
"Lutjanus purpureus",1553,"finfish","protein",18.4,36.8
"Megalaspis cordyla",712,"finfish","protein",20.86,41.72
"Melanogrammus aeglefinus",268,"finfish","protein",17.7,35.4
"Merlangius merlangus",75,"finfish","protein",13.43,26.86
"Merlangius merlangus",122,"finfish","protein",17.24,34.48
"Merlangius merlangus",125,"finfish","protein",16.24,32.48
"Merlangius merlangus",146,"finfish","protein",15.05,30.1
"Merluccius merluccius",729,"finfish","protein",16,32
"Merluccius merluccius",730,"finfish","protein",17,34
"Merluccius merluccius",731,"finfish","protein",18,36
"Merluccius productus",737,"finfish","protein",16.87,33.74
"Metapenaeus affinis",739,"crustacean","protein",19.12,38.24
"Metapenaeus monoceros",101,"crustacean","protein",21.06,42.12
"Metapenaeus monoceros",108,"crustacean","protein",21.31,42.62
"Metapenaeus monoceros",115,"crustacean","protein",21.91,43.82
"Metapenaeus monoceros",119,"crustacean","protein",22.46,44.92
"Microstomus pacificus",752,"finfish","protein",16.81,33.62
"Mormyrus rume",38,"finfish","protein",19.2,38.4
"Mugil cephalus",210,"finfish","protein",15.3,30.6
"Mugil cephalus",769,"finfish","protein",18,36
"Mugil cephalus",770,"finfish","protein",20,40
"Mugil cephalus",771,"finfish","protein",21,42
"Mullus surmuletus",100,"finfish","protein",17.45,34.9
"Mullus surmuletus",107,"finfish","protein",16.61,33.22
"Mullus surmuletus",133,"finfish","protein",18.89,37.78
"Mullus surmuletus",137,"finfish","protein",15.16,30.32
"Mullus surmuletus",785,"finfish","protein",19.57,39.14
"Muraenesox bagio",242,"finfish","protein",18.4,36.8
"Mustelus lenticulatus",786,"finfish","protein",21.4,42.8
"Mytella sp.",89,"mollusc","protein",16.09,32.18
"Mytilus galloprovincialis",791,"mollusc","protein",8,16
"Mytilus galloprovincialis",793,"mollusc","protein",11,22
"Mytilus galloprovincialis",794,"mollusc","protein",13,26
"Nemipterus japonicus",212,"finfish","protein",15.3,30.6
"Nemipterus japonicus",797,"finfish","protein",18.17,36.34
"Nephrops norvegicus",77,"crustacean","protein",17.6,35.2
"Nephrops norvegicus",798,"crustacean","protein",17,34
"Nephrops norvegicus",799,"crustacean","protein",17,34
"Nephrops norvegicus",800,"crustacean","protein",19,38
"Notopterus chitala",809,"finfish","protein",16.7,33.4
"Notothenia gibberifrons",810,"finfish","protein",18.5,37
"Notothenia neglecta",811,"finfish","protein",19.1,38.2
"Oblada melanura",813,"finfish","protein",19,38
"Octopus vulgaris",814,"mollusc","protein",11,22
"Octopus vulgaris",815,"mollusc","protein",13,26
"Octopus vulgaris",816,"mollusc","protein",15,30
"Odax pullus",821,"finfish","protein",17.9,35.8
"Ommastrephes bartramii",1603,"mollusc","protein",20.0568,40.1136
"Oncorhynchus kisutch",1,"finfish","protein",20.15,40.3
"Oncorhynchus kisutch",824,"finfish","protein",20.5,41
"Oncorhynchus kisutch",825,"finfish","protein",22.1,44.2
"Oncorhynchus nerka",157,"finfish","protein",27,54
"Oncorhynchus nerka",160,"finfish","protein",19,38
"Oncorhynchus nerka",273,"finfish","protein",21,42
"Oncorhynchus nerka",278,"finfish","protein",19,38
"Oncorhynchus tshawytscha",829,"finfish","protein",20.17,40.34
"Ophiodon elongatus",831,"finfish","protein",18.35,36.7
"Oreochromis mossambicus",143,"finfish","protein",17.8,35.6
"Oreochromis niloticus",15,"finfish","protein",16.15,32.3
"Oreochromis niloticus",839,"finfish","protein",19.8,39.6
"Oreochromis niloticus",1554,"finfish","protein",17.7,35.4
"Pagellus erythrinus",863,"finfish","protein",19.52,39.04
"Pagrus caeruleostictus",865,"finfish","protein",18.17,36.34
"Palaemon serratus",869,"crustacean","protein",25.7,51.4
"Palinurus elephas",871,"crustacean","protein",18.11,36.22
"Pampus argenteus",187,"finfish","protein",19.5,39
"Pampus argenteus",875,"finfish","protein",18.63,37.26
"Pampus argenteus",876,"finfish","protein",19.4,38.8
"Panaeus notialis",904,"crustacean","protein",24.54,49.08
"Pandalus jordani",882,"crustacean","protein",16.88,33.76
"Pandalus jordani",883,"crustacean","protein",17.45,34.9
"Pandalus jordani",884,"crustacean","protein",18.36,36.72
"Pangasius sutchi",885,"finfish","protein",17,34
"Panopea generosa",886,"mollusc","protein",15.56,31.12
"Parapenaeopsis atlantica",889,"crustacean","protein",22.35,44.7
"Parastromateus niger",184,"finfish","protein",17,34
"Parastromateus niger",893,"finfish","protein",19.55,39.1
"Parastromateus niger",894,"finfish","protein",20.4,40.8
"Parophrys vetulus",948,"finfish","protein",15.48,30.96
"Pegellus centrodontus",862,"finfish","protein",21,42
"Penaeus semisulcatus",105,"crustacean","protein",20.48,40.96
"Penaeus semisulcatus",109,"crustacean","protein",20.44,40.88
"Penaeus semisulcatus",110,"crustacean","protein",21.7,43.4
"Penaeus semisulcatus",117,"crustacean","protein",20.58,41.16
"Perca flavescens",285,"finfish","protein",17.63,35.26
"Perca flavescens",911,"finfish","protein",17.11,34.22
"Pila sp.",20,"mollusc","protein",11.8,23.6
"Platichthys stellatus",944,"finfish","protein",17.83,35.66
"Pleuronectes platessa",174,"finfish","protein",15.9,31.8
"Plotosus spp.",949,"finfish","protein",16.61,33.22
"Pollachius virens",254,"finfish","protein",18.5,37
"Polyipnus indicus",660,"finfish","protein",19.59,39.18
"Polyprion oxygeneios",956,"finfish","protein",19.8,39.6
"Pomoxis nigromaculatus",959,"finfish","protein",17.96,35.92
"Portunus pelagicus",962,"crustacean","protein",21.54,43.08
"Portunus pelagicus",963,"crustacean","protein",22.64,45.28
"Procambarus acutus acutus",964,"crustacean","protein",14.3,28.6
"Procambarus acutus acutus",965,"crustacean","protein",16.4,32.8
"Procambarus clarkii",966,"crustacean","protein",14.3,28.6
"Procambarus clarkii",967,"crustacean","protein",16.2,32.4
"Prochilodus brevis",1555,"finfish","protein",18.7,37.4
"Prochilodus reticulatus magdalenae",202,"finfish","protein",18.4,36.8
"Protonibea diacanthus",213,"finfish","protein",16,32
"Pseudoplatystoma fasciatum",180,"finfish","protein",21.2,42.4
"Pseudoplatystoma fasciatum",977,"finfish","protein",19.36,38.72
"Pseudoplatystoma fasciatum",978,"finfish","protein",19.56,39.12
"Puntius gonionotus",369,"finfish","protein",17.9,35.8
"Rastrelliger brachysoma",987,"finfish","protein",21.1,42.2
"Rastrelliger kanagurta",171,"finfish","protein",16.1,32.2
"Rastrelliger kanagurta",988,"finfish","protein",20.51,41.02
"Reinhardtius hippoglossoides",279,"finfish","protein",14.3,28.6
"Ruditapes philippinarum",1626,"mollusc","protein",9.56,19.12
"Rutilus frisii kutum",269,"finfish","protein",21.4,42.8
"Salmo gairdneri",826,"finfish","protein",18.29,36.58
"Salmo gairdneri",827,"finfish","protein",19.5,39
"Salmo gairdneri",828,"finfish","protein",20.6,41.2
"Salvelinus alpinus alpinus",245,"finfish","protein",18,36
"Salvelinus alpinus alpinus",272,"finfish","protein",21,42
"Sander lucioperca",216,"finfish","protein",20.4,40.8
"Sander lucioperca",1003,"finfish","protein",18.01,36.02
"Sarda sarda",67,"finfish","protein",20.85,41.7
"Sarda sarda",70,"finfish","protein",22.44,44.88
"Sarda sarda",79,"finfish","protein",17.78,35.56
"Sarda sarda",82,"finfish","protein",20.67,41.34
"Sarda sarda",95,"finfish","protein",18.99,37.98
"Sarda sarda",118,"finfish","protein",23.57,47.14
"Sarda sarda",140,"finfish","protein",23.89,47.78
"Sarda sarda",190,"finfish","protein",20.67,41.34
"Sarda sarda",191,"finfish","protein",20.41,40.82
"Sarda sarda",192,"finfish","protein",21.74,43.48
"Sarda sarda",195,"finfish","protein",24.5,49
"Sarda sarda",230,"finfish","protein",19.3,38.6
"Sarda sarda",1015,"finfish","protein",19,38
"Sarda sarda",1016,"finfish","protein",25,50
"Sardinella aurita",1030,"finfish","protein",19.59,39.18
"Sardinella aurita",1032,"finfish","protein",19.65,39.3
"Sardinella aurita",1033,"finfish","protein",19.79,39.58
"Sardinella aurita",1034,"finfish","protein",19.82,39.64
"Sardinella aurita",1035,"finfish","protein",19.91,39.82
"Sardinella aurita",1036,"finfish","protein",20.07,40.14
"Sardinella aurita",1037,"finfish","protein",20.36,40.72
"Sardinella fimbriata",138,"finfish","protein",17.1,34.2
"Scardinius erythrophthalmus",106,"finfish","protein",19,38
"Scardinius erythrophthalmus",123,"finfish","protein",19,38
"Scoliodon laticaudus",200,"finfish","protein",16.7,33.4
"Scomber scombrus",1060,"finfish","protein",17.5,35
"Scomber scombrus",1061,"finfish","protein",18,36
"Scomber scombrus",1062,"finfish","protein",18.3,36.6
"Scomberomorus commerson",1067,"finfish","protein",21.5,43
"Scomberomorus guttatus",165,"finfish","protein",13,26
"Scomberomorus guttatus",1068,"finfish","protein",19.77,39.54
"Scophthalmus maximus",972,"finfish","protein",19.2,38.4
"Scorpaena porcus",1073,"finfish","protein",17.78,35.56
"Scorpaena scrofa",1076,"finfish","protein",19,38
"Scorpaena scrofa",1077,"finfish","protein",19.39,38.78
"Sebastes caurinus",224,"finfish","protein",17.4,34.8
"Sebastes flavidus",1081,"finfish","protein",18.78,37.56
"Sebastes melanops",1090,"finfish","protein",19.15,38.3
"Sebastes mentella Travin, 1951_",233,"finfish","protein",18.5,37
"Sebastes pinniger",1093,"finfish","protein",18.88,37.76
"Selaroides leptolepis",1097,"finfish","protein",19.98,39.96
"Selene vomer",1098,"finfish","protein",17.67,35.34
"Sepia officinalis",1099,"mollusc","protein",13.94,27.88
"Sepia officinalis",1100,"mollusc","protein",17,34
"Sepia officinalis",1101,"mollusc","protein",18.32,36.64
"Seriolina nigrofasciata",1111,"finfish","protein",18.1,36.2
"Siganus rivulatus",1118,"finfish","protein",17.82,35.64
"Siganus rivulatus",1119,"finfish","protein",18.45,36.9
"Siganus rivulatus",1120,"finfish","protein",19.09,38.18
"Siganus rivulatus",1121,"finfish","protein",19.27,38.54
"Siganus rivulatus",1122,"finfish","protein",19.34,38.68
"Siganus rivulatus",1123,"finfish","protein",20.14,40.28
"Siganus rivulatus",1124,"finfish","protein",21.13,42.26
"Siganus rivulatus",1125,"finfish","protein",22.44,44.88
"Silurus glanis",176,"finfish","protein",18,36
"Silurus glanis",182,"finfish","protein",18,36
"Silurus glanis",1127,"finfish","protein",17.17,34.34
"Solea solea",71,"finfish","protein",20.2,40.4
"Solea solea",81,"finfish","protein",18.36,36.72
"Solea solea",99,"finfish","protein",17.95,35.9
"Solea solea",151,"finfish","protein",17.25,34.5
"Solea vulgaris",1131,"finfish","protein",16,32
"Solea vulgaris",1132,"finfish","protein",18,36
"Sparus aurata",1137,"finfish","protein",19.45,38.9
"Sparus aurata",1138,"finfish","protein",20.05,40.1
"Spicara vulgaris",1143,"finfish","protein",15,30
"Spicara vulgaris",1144,"finfish","protein",18,36
"Squalus acanthias",1152,"finfish","protein",18.8,37.6
"Stizostedion vitreum",1010,"finfish","protein",17.68,35.36
"Syacium gunteri",1159,"finfish","protein",16.84,33.68
"Synodus foetens",1160,"finfish","protein",16.93,33.86
"Tachysurus fulvidraco",276,"finfish","protein",21,42
"Tenualosa ilisha",88,"finfish","protein",15.94,31.88
"Tenualosa ilisha",94,"finfish","protein",17.28,34.56
"Tenualosa ilisha",96,"finfish","protein",17.54,35.08
"Tenualosa ilisha",103,"finfish","protein",17.24,34.48
"Tenualosa ilisha",104,"finfish","protein",17.28,34.56
"Tenualosa ilisha",120,"finfish","protein",16.18,32.36
"Tenualosa ilisha",124,"finfish","protein",15.85,31.7
"Tenualosa ilisha",128,"finfish","protein",15.83,31.66
"Tenualosa ilisha",129,"finfish","protein",15.54,31.08
"Tenualosa ilisha",141,"finfish","protein",16.08,32.16
"Tenualosa ilisha",142,"finfish","protein",15.41,30.82
"Tenualosa ilisha",145,"finfish","protein",15.13,30.26
"Tenualosa ilisha",163,"finfish","protein",17.6,35.2
"Thryssa purava",154,"finfish","protein",11.4,22.8
"Thunnus alalunga",1173,"finfish","protein",23.96,47.92
"Thunnus alalunga",1174,"finfish","protein",27.3,54.6
"Thymallus arcticus",169,"finfish","protein",20,40
"Tilapia zillii",1208,"finfish","protein",19,38
"Tinca tinca",92,"finfish","protein",19,38
"Tinca tinca",114,"finfish","protein",19,38
"Todarodes sagittatus",1215,"mollusc","protein",15,30
"Trachinotus blochii",1216,"finfish","protein",19.61,39.22
"Trachurus lathami",1219,"finfish","protein",17.54,35.08
"Trachurus mediterraneus",1224,"finfish","protein",19.7,39.4
"Trachurus mediterraneus",1225,"finfish","protein",20.1,40.2
"Trachurus mediterraneus",1226,"finfish","protein",20.1,40.2
