culture,latin_name,subgroup,common_name,calcium,zinc,iron,epa,dha
Tlingit,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tlingit,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Tlingit,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Tlingit,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Tlingit,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Tsimshian,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Tsimshian,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Tsimshian,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Tsimshian,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Tsimshian,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Tsimshian,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Tsimshian,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Tsimshian,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Tsimshian,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Tsimshian,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Tsimshian,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Tsimshian,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Tsimshian,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Tsimshian,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Tsimshian,Octopoda,Marine Invertebrates,Octopus,22.75,1.675,1.5175,0.1,0.1
Tsimshian,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tsimshian,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tsimshian,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tsimshian,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tsimshian,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tsimshian,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tsimshian,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Tsimshian,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Tsimshian,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tsimshian,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Tsimshian,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tsimshian,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Tsimshian,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Tsimshian,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Tutchone,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Tutchone,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Tutchone,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Tutchone,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Tutchone,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Tutchone,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Tutchone,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Tutchone,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tutchone,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tutchone,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tutchone,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tutchone,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tutchone,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tutchone,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tutchone,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Tutchone,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tutchone,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Tutchone,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Wampanoag,Anguilla rostrata,Fish,American Eel,36.333333333333336,1.3075,0.5249999999999999,0.7000000000000001,1.1
Wampanoag,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Wampanoag,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Wampanoag,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Wampanoag,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Wampanoag,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Wampanoag,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Wampanoag,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Wampanoag,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Wampanoag,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Wampanoag,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Wampanoag,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Wampanoag,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Wampanoag,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Wampanoag,Nephropidae,Marine Invertebrates,Lobsters,34,2.54,0.935,0.161,0.10200000000000001
Wampanoag,Ostreidae,Marine Invertebrates,Oysters,84.66666666666667,53.6,2731.4666666666667,0.22349999999999998,0.183
Wampanoag,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Wampanoag,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Wampanoag,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Wampanoag,Scomber scombrus,Fish,Atlantic Mackerel,9.666666666666666,0.3695,0.9533333333333334,1.1,2.385
Wampanoag,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Wampanoag,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Wampanoag,Thunnus spp.,Fish,Bluefin Tuna,9,0.08,1.5,0.4,1.2
Wampanoag,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Yupik,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Yupik,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Yupik,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Yupik,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Yupik,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Yupik,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Yupik,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Yupik,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Yupik,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Yupik,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Yupik,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Yupik,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Yupik,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Yupik,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Yupik,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Yupik,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Yupik,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Yupik,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Yupik,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Yupik,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Yupik,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Yupik,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Yupik,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Yupik,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Yupik,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Yupik,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Yupik,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Yupik,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Yupik,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Yupik,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
