number_of_targets,subgroup,number_of_species,sd,se
4.995,all,21,0.07056897321046962,0.015399412450108948
4.996,all,22,0.06315051850925682,0.01346373578440179
4.998,all,23,0.04469897088298564,0.009320379722619997
4.998,all,24,0.04469897088298564,0.00912413922423644
4.999,all,25,0.03162277660168379,0.006324555320336758
4.999,all,26,0.03162277660168379,0.006201736729460423
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.795,all,1,1.3155628855002355,1.3155628855002355
2.736,all,2,1.2392900547651626,0.8763104015814943
3.296,all,3,1.1250109553465022,0.6495253779105812
3.621,all,4,1.0307382894903154,0.5153691447451577
3.847,all,5,0.935128582316606,0.41820221555258774
4.024,all,6,0.8730327520695809,0.356414128551368
4.175,all,7,0.8093392552138009,0.3059014850825647
4.293,all,8,0.7481381628487552,0.2645067841074002
4.383,all,9,0.6991421885423592,0.2330473961807864
4.466,all,10,0.655189494171933,0.2071891100596924
4.519,all,11,0.6196959117365735,0.18684534757703739
4.576,all,12,0.5801383977643271,0.16747153005823623
4.638,all,13,0.5303180529052705,0.14708376400416748
4.695,all,14,0.49418540975955494,0.13207660634733898
4.73,all,15,0.4725709717315732,0.12201730022782926
4.763,all,16,0.4461278180410072,0.1115319545102518
4.801,all,17,0.411787042740017,0.09987302779281318
4.824,all,18,0.38881251931384,0.09164398967234726
4.844,all,19,0.37121665076044447,0.08516294035917939
4.868,all,20,0.34452096408592425,0.07703722953698904
4.894,all,21,0.3112247754611783,0.06791481389030879
4.91,all,22,0.28632495871296654,0.06104468630809504
4.922,all,23,0.26830577330349786,0.055945621108509196
4.94,all,24,0.237605674293474,0.048501055167412106
4.949,all,25,0.22010780869257557,0.04402156173851511
4.962,all,26,0.19129190414806527,0.037515428924742515
4.972,all,27,0.16505527329729044,0.031764902156452626
4.978,all,28,0.1467567291047928,0.02773441488832546
4.981,all,29,0.13659303663678343,0.025364690130897937
4.988,all,30,0.10893974420691407,0.019889585103656526
4.994,all,31,0.07726558075864033,0.013877307968429765
4.996,all,32,0.06315051850925682,0.01116353996833552
4.999,all,33,0.03162277660168379,0.005504818825631802
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.164,all,1,1.2388053271755972,1.2388053271755972
3.206,all,2,1.133511733000082,0.8015138329588731
3.734,all,3,0.974779048910159,0.5627889462886877
4.029,all,4,0.8153672938153848,0.4076836469076924
4.225,all,5,0.7063100408983819,0.3158714529278877
4.37,all,6,0.6304740260292231,0.2573899433082994
4.462,all,7,0.5855756986922348,0.22132681036322055
4.548,all,8,0.5495434450505238,0.19429294827592108
4.615,all,9,0.5128723408783497,0.1709574469594499
4.68,all,10,0.48356368126011473,0.15291626265176436
4.737,all,11,0.4517023743960563,0.13619339025312333
4.771,all,12,0.4274830309401085,0.12340372149363438
4.808,all,13,0.3966021851847179,0.10999765497265884
4.84,all,14,0.366789496216201,0.09802861627917436
4.863,all,15,0.3440194025768741,0.08882542779683054
4.89,all,16,0.31304631925323445,0.07826157981330861
4.901,all,17,0.2988114594326802,0.07247242408152395
4.92,all,18,0.27142894774447635,0.06397641652014943
4.936,all,19,0.24487540497968344,0.05617827074026509
4.946,all,20,0.2261307920985887,0.05056438229383166
4.961,all,21,0.19369180807797864,0.042267017714771246
4.97,all,22,0.17067257872642908,0.03638751604673399
4.978,all,23,0.1467567291047928,0.03060089337821872
4.982,all,24,0.13301764429463367,0.02715211294240721
4.991,all,25,0.09448771310560929,0.01889754262112186
4.993,all,26,0.08341437500789632,0.016358904841515757
4.995,all,27,0.07056897321046962,0.013581005226500041
4.995,all,28,0.07056897321046962,0.013336282385148711
4.997,all,29,0.05471740119919799,0.010160766319854495
4.999,all,30,0.03162277660168379,0.005773502691896257
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.831,all,1,1.093450792049937,1.093450792049937
2.727,all,2,1.0370856023234276,0.7333302620738307
3.257,all,3,0.9787282099280212,0.5650689954654237
3.582,all,4,0.9295913834261482,0.4647956917130741
3.839,all,5,0.8705382454762323,0.38931653877965083
4.049,all,6,0.8168636766721031,0.3334831995434119
4.204,all,7,0.7502979054661868,0.2835859524394543
4.325,all,8,0.683990382127441,0.2418271187343457
4.421,all,9,0.6325813458830091,0.2108604486276697
4.506,all,10,0.579914045613917,0.1833849231262756
4.565,all,11,0.5459606882121396,0.1646133411894434
4.62,all,12,0.5136768087658463,0.14828572190871464
4.679,all,13,0.48186221183154754,0.13364453172824117
4.724,all,14,0.45610528612594703,0.12189926521284228
4.758,all,15,0.4354602457465269,0.11243535198077918
4.797,all,16,0.40737814982759807,0.10184453745689952
4.821,all,17,0.38354413840665863,0.09302311733748075
4.85,all,18,0.35725009115132167,0.0842046540108706
4.871,all,19,0.33536766610911,0.07693861923687899
4.886,all,20,0.31797028965786267,0.07110031825002792
4.905,all,21,0.2933616557443407,0.06401676159266753
4.915,all,22,0.2790212408632233,0.059487528430470525
4.932,all,23,0.2518718710762269,0.05251891561491853
4.942,all,24,0.2338604085575211,0.04773655600039428
4.946,all,25,0.2261307920985887,0.045226158419717735
4.956,all,26,0.20519772441746548,0.04024258465190351
4.969,all,27,0.17340435135563662,0.03337168297794308
4.977,all,28,0.1499783100768024,0.028343236465496545
4.983,all,29,0.1293357171384909,0.024017039732403593
4.989,all,30,0.10435463521037237,0.01905246256164794
4.991,all,31,0.09448771310560929,0.016970494250152214
4.994,all,32,0.07726558075864033,0.01365875402668785
4.996,all,33,0.06315051850925682,0.010993094234478338
4.997,all,34,0.05471740119919799,0.009383956888337472
4.998,all,35,0.04469897088298564,0.007555505084748278
4.998,all,36,0.04469897088298564,0.0074498284804976065
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.82,all,1,1.1414477223696682,1.1414477223696682
2.697,all,2,1.1324634534824838,0.8007725874034005
3.263,all,3,1.0747027430810745,0.6204799180166876
3.624,all,4,0.9816249729848908,0.4908124864924454
3.904,all,5,0.8851935198404739,0.3958705767211217
4.07,all,6,0.8010878489539969,0.3270427448468426
4.225,all,7,0.7327427324183515,0.27695072070984345
4.343,all,8,0.6780935118483371,0.23974226025327983
4.424,all,9,0.6297782313010039,0.20992607710033462
4.489,all,10,0.5968544506286564,0.1887419495595071
4.567,all,11,0.5530070676011445,0.1667379045134273
4.631,all,12,0.5187563089814986,0.14975204731714245
4.678,all,13,0.48636668528236243,0.13489384788177036
4.721,all,14,0.4619224744179183,0.12345397418019292
4.757,all,15,0.43605176429082493,0.1125880814121818
4.786,all,16,0.4127643085035022,0.10319107712587555
4.817,all,17,0.3868600013708585,0.0938273322340378
4.844,all,18,0.3630369069334353,0.08556861957120723
4.865,all,19,0.34189456253630574,0.07843599197062125
4.879,all,20,0.3262904618058356,0.07296076530076472
4.899,all,21,0.3014795016081357,0.06578822079032584
4.918,all,22,0.27450200609713465,0.058524024340961246
4.933,all,23,0.25014710386805117,0.052159276791120916
4.945,all,24,0.22809433799861634,0.04655956177621084
4.95,all,25,0.21805400144814482,0.043610800289628965
4.96,all,26,0.19605723255834873,0.0384499867152315
4.971,all,27,0.1678904023081343,0.0323105229889853
4.979,all,28,0.14345584540052586,0.027110606503451463
4.984,all,29,0.12553788177183714,0.023311799409652053
4.985,all,30,0.12161327966052798,0.022203445520751795
4.986,all,31,0.11754921445002436,0.02111246216430676
4.99,all,32,0.0995485304256668,0.017597860230286085
4.993,all,33,0.08341437500789632,0.014520578874384136
4.997,all,34,0.054717401199198,0.009383956888337472
4.999,all,35,0.03162277660168379,0.005345224838248487
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.25,all,1,1.301227571638871,1.301227571638871
3.117,all,2,1.1860513132734678,0.8386649264508793
3.578,all,3,1.095954888267358,0.6327498497608454
3.863,all,4,0.9996150410184064,0.4998075205092032
4.063,all,5,0.9142575495268643,0.40886840593688983
4.231,all,6,0.8356658048151411,0.3411591362148896
4.365,all,7,0.7735459736650262,0.2923728962847112
4.476,all,8,0.701367176246448,0.24797074321276188
4.557,all,9,0.6520553474791663,0.21735178249305542
4.631,all,10,0.5926130189172275,0.18740069108468896
4.699,all,11,0.52979210986922,0.1597383313933588
4.745,all,12,0.48187883042026985,0.1391064362299624
4.792,all,13,0.4392367572607385,0.1218223577209325
4.825,all,14,0.4031594443114753,0.10774889377540779
4.852,all,15,0.37179864743464874,0.0959979979771225
4.876,all,16,0.3445906887058075,0.08614767217645188
4.902,all,17,0.3041192011177336,0.07375974052863978
4.928,all,18,0.2662459143102235,0.0627547638239905
4.94,all,19,0.2458870888445761,0.056410366936574446
4.953,all,20,0.2164205115922191,0.048393097564548314
4.963,all,21,0.19408417933636082,0.04235264014296465
4.97,all,22,0.17067257872642908,0.03638751604673399
4.976,all,23,0.15312559370479986,0.031928893448498044
4.983,all,24,0.1293357171384909,0.026400542708853333
4.987,all,25,0.11333068359382575,0.02266613671876515
4.99,all,26,0.0995485304256668,0.019523073045767697
4.995,all,27,0.07056897321046962,0.013581005226500041
4.998,all,28,0.04469897088298564,0.00844731148692123
4.998,all,29,0.04469897088298564,0.008300390514282214
4.999,all,30,0.03162277660168379,0.005773502691896257
4.999,all,31,0.03162277660168379,0.005679618342470648
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.926,all,1,1.1721339078355757,1.1721339078355757
2.845,all,2,1.1446769348970414,0.8094088229335301
3.398,all,3,1.036663238795835,0.5985177999777647
3.711,all,4,0.8945832992400871,0.44729164962004353
3.908,all,5,0.8050988660929689,0.3600511586383758
4.064,all,6,0.7059762052664399,0.2882135789081894
4.161,all,7,0.6614503129612356,0.25000471896018184
4.242,all,8,0.6162919890894378,0.21789212233804361
4.306,all,9,0.6039277512490453,0.20130925041634842
4.366,all,10,0.564236087433587,0.17842711743520445
4.417,all,11,0.5416681681660871,0.1633190976987311
4.458,all,12,0.5334046498864821,0.15398065909947925
4.507,all,13,0.5159624184155442,0.14310222736997308
4.549,all,14,0.5058209711497289,0.13518634093482512
4.579,all,15,0.5000090089278483,0.1291017709687488
4.609,all,16,0.49230210375475886,0.12307552593868971
4.637,all,17,0.48318160609077876,0.11718875283928626
4.674,all,18,0.4689818162188636,0.11054007416718055
4.695,all,19,0.4606378047741926,0.10567756003079594
4.729,all,20,0.4446985009607709,0.09943760776405393
4.748,all,21,0.4343785039394614,0.09478916069353598
4.78,all,22,0.4144535821678608,0.08836180061433678
4.806,all,23,0.39562674393994207,0.08249387869794539
4.829,all,24,0.3766973598273565,0.0768930265858845
4.856,all,25,0.35126540875438816,0.07025308175087763
4.873,all,26,0.33313958333104454,0.06533404754442945
4.883,all,27,0.32158111638343195,0.061888314703424936
4.894,all,28,0.30799165387857325,0.058204951574727624
4.911,all,29,0.2848862231842041,0.05290204355617385
4.923,all,30,0.26672484350382913,0.04869707114469416
4.936,all,31,0.24487540497968344,0.043980921070304865
4.951,all,32,0.21597603025716916,0.03817952889214882
4.963,all,33,0.1888562063228706,0.03287564570937095
4.972,all,34,0.16505527329729044,0.02830674584079543
4.981,all,35,0.13659303663678343,0.02308843721597313
4.992,all,36,0.08912880535463237,0.014854800892438728
4.996,all,37,0.06315051850925682,0.010381881290730043
4.998,all,38,0.04469897088298564,0.007251130579720507
5,all,39,0,0
5,all,40,0,0
1.974,all,1,1.2019853446564017,1.2019853446564017
2.921,all,2,1.1331562306421137,0.801262454830826
3.427,all,3,1.0265109472015994,0.5926563716929412
3.791,all,4,0.9285371189032677,0.46426855945163387
4.016,all,5,0.8488017816100909,0.3795956966206188
4.169,all,6,0.7778457713737628,0.3175542064078835
4.307,all,7,0.6835336262527384,0.25835142683070234
4.422,all,8,0.6183027561787982,0.21860303586018032
4.502,all,9,0.5764792522964971,0.19215975076549904
4.553,all,10,0.5563276916534898,0.17592626310488732
4.614,all,11,0.5208409308755172,0.15703944937941122
4.658,all,12,0.49928477373667757,0.1441310992595761
4.699,all,13,0.47815021450128786,0.1326150089044999
4.737,all,14,0.44948084834955204,0.12012880974575137
4.762,all,15,0.43074533258242226,0.11121796663655309
4.795,all,16,0.403903624814309,0.10097590620357726
4.814,all,17,0.3893013685508382,0.09441945074897735
4.839,all,18,0.3677148544921924,0.08667122238481795
4.862,all,19,0.3450725649411658,0.07916507572457462
4.88,all,20,0.3251241389157466,0.07269996757416941
4.896,all,21,0.30541328929383094,0.06664664363973459
4.921,all,22,0.26987373312686774,0.05753727322821103
4.936,all,23,0.24487540497968344,0.051060051586327586
4.951,all,24,0.21597603025716916,0.044085922566830436
4.958,all,25,0.20068950215762726,0.04013790043152545
4.967,all,26,0.17872588772459053,0.035051030349687706
4.976,all,27,0.15312559370479986,0.029469034248429154
4.982,all,28,0.13301764429463367,0.025137971913375027
4.985,all,29,0.12161327966052798,0.022583019093382128
4.988,all,30,0.10893974420691407,0.019889585103656526
4.99,all,31,0.0995485304256668,0.017879443873423478
4.993,all,32,0.08341437500789632,0.01474571755413029
4.996,all,33,0.06315051850925682,0.010993094234478338
4.997,all,34,0.05471740119919799,0.009383956888337472
4.999,all,35,0.03162277660168379,0.005345224838248487
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.089,all,1,1.1568999167678324,1.1568999167678324
2.983,all,2,1.061997570072003,0.750945683401549
3.466,all,3,0.994903931962194,0.5744080529361898
3.806,all,4,0.9028727369785728,0.4514363684892864
4.027,all,5,0.8372406893910328,0.37442541900142723
4.188,all,6,0.7741157893075526,0.31603144760589236
4.296,all,7,0.7203491534685821,0.27226638817339555
4.426,all,8,0.6610302269646684,0.2337094780279998
4.533,all,9,0.6126061428734504,0.20420204762448346
4.592,all,10,0.5760797408934529,0.18217240951029545
4.654,all,11,0.5409034817567516,0.16308853607127202
4.708,all,12,0.49898395263273243,0.1440442596869058
4.752,all,13,0.46552412688572087,0.12911316226554392
4.79,all,14,0.43369123589033715,0.1159088583105857
4.823,all,15,0.3972767660319803,0.10257641991180001
4.859,all,16,0.3622847640327292,0.0905711910081823
4.883,all,17,0.33078757597651764,0.0802277714937182
4.905,all,18,0.30342555440678864,0.07151808903544267
4.927,all,19,0.2640847226568412,0.06058519045232298
4.942,all,20,0.2338604085575211,0.05229277707804907
4.957,all,21,0.2029585972364615,0.04428919689419714
4.967,all,22,0.17872588772459053,0.0381044872941751
4.97,all,23,0.17067257872642908,0.03558769274875132
4.98,all,24,0.14007005254378832,0.028591679748092527
4.987,all,25,0.11333068359382575,0.02266613671876515
4.99,all,26,0.0995485304256668,0.019523073045767697
4.992,all,27,0.08912880535463237,0.017152846588015587
4.995,all,28,0.07056897321046962,0.013336282385148711
4.995,all,29,0.07056897321046962,0.01310432934512547
4.998,all,30,0.04469897088298564,0.00816087821662595
4.998,all,31,0.04469897088298564,0.008028172165724655
4.998,all,32,0.04469897088298564,0.0079017363558547965
4.998,all,33,0.04469897088298564,0.00778109207494213
4.998,all,34,0.04469897088298564,0.007665810263758236
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.864,all,1,1.199559478701637,1.199559478701637
2.682,all,2,1.116298401916854,0.7893421698231136
3.132,all,3,1.0390647985836376,0.5999043411677275
3.486,all,4,0.9730111770944622,0.4865055885472311
3.687,all,5,0.9218898420532037,0.4122816709195015
3.874,all,6,0.8722871573540935,0.35610974078339136
4.013,all,7,0.8182301024164904,0.3092619094601348
4.112,all,8,0.7746328524249769,0.27387407143978965
4.236,all,9,0.720293567111926,0.24009785570397535
4.336,all,10,0.6553880785714168,0.20725190796070697
4.392,all,11,0.6218703423726868,0.187500963081823
4.437,all,12,0.6135205028419242,0.17710811373456975
4.49,all,13,0.5815825291721186,0.16130197152646963
4.541,all,14,0.5573415735701309,0.14895580112177803
4.591,all,15,0.5234433999899063,0.13515250472287296
4.625,all,16,0.5105248628966426,0.12763121572416064
4.661,all,17,0.49429072753120035,0.11988311055144343
4.698,all,18,0.47012446970671184,0.1108094001771152
4.729,all,19,0.45581439947281915,0.1045709949638262
4.758,all,20,0.43775292989039793,0.09788453085846292
4.783,all,21,0.42200602968333173,0.09208926546436423
4.802,all,22,0.4086110166930928,0.08711616146976167
4.819,all,23,0.3929292473122781,0.08193141176920708
4.841,all,24,0.37129079823886946,0.07578941682299077
4.866,all,25,0.3408227694273963,0.06816455388547926
4.881,all,26,0.32395052700056526,0.0635319253313288
4.897,all,27,0.304110972316823,0.05852618391021219
4.916,all,28,0.2775266131761439,0.052447600047578445
4.931,all,29,0.2535809600567505,0.04708880213299977
4.943,all,30,0.2319586273558386,0.04234965753690924
4.958,all,31,0.20068950215762726,0.036044898648623744
4.965,all,32,0.18387171834952978,0.03250423472834386
4.976,all,33,0.15312559370479986,0.026655744418956122
4.982,all,34,0.13301764429463367,0.022812337795519187
4.991,all,35,0.09448771310560929,0.01597133855015462
4.995,all,36,0.07056897321046962,0.01176149553507827
4.997,all,37,0.054717401199198,0.008995485345129093
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.005,all,1,1.2371360092995052,1.2371360092995052
2.981,all,2,1.1206671650828781,0.7924313518832071
3.51,all,3,0.9679033199844067,0.5588192423425298
3.822,all,4,0.8860593101486498,0.4430296550743249
4.018,all,5,0.7850428601626107,0.3510818401148918
4.2,all,6,0.7032030250891236,0.2870814328416517
4.316,all,7,0.6546545444527003,0.24743615989716058
4.421,all,8,0.6034261538275608,0.2133433626583925
4.507,all,9,0.5694517321733908,0.18981724405779696
4.579,all,10,0.5385620196867293,0.1703082643470507
4.631,all,11,0.5070464437268997,0.15288025501147087
4.678,all,12,0.48430419216702075,0.13980657785864684
4.701,all,13,0.46670849233415157,0.12944164613886736
4.749,all,14,0.4361068552421404,0.11655445973853633
4.779,all,15,0.41753243386991307,0.10780641085864152
