ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1215,Todarodes sagittatus,fat_g,0.3,mollusc,39.019184,75.0,75.0,NaN,NA,NA,NA,75.0,NA,NA,NA,NA,NA,NA,NA,75.0,NA,900450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1921,Tor putitora,fat_g,4.3,finfish,22.57,275.0,NaN,2.87,NA,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NaN,NA,183.0,NA,6694,NA,6695,NA,275.0,NA,NA,NA,NA,benthopelagic,NA,0,NA,-1,2.87,NA,NA,0.38,NA,NA,NA,NA,54e3,NA,1479,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1216,Trachinotus blochii,fat_g,6.89,finfish,3.144341,108.0,102.0,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,102.0,NA,40.0,NA,3280,NA,1602,NA,108.0,3.74,900545,9710,NA,reef-associated,NA,-1,NA,0,3.74,NA,NA,0.46,NA,NA,NA,NA,3400.0,NA,40637,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1216,Trachinotus blochii,fat_g,6.89,finfish,3.144341,108.0,102.0,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,102.0,NA,40.0,NA,3280,NA,1602,NA,108.0,3.74,900545,9710,NA,reef-associated,0,-1,1,0,3.74,NA,NA,NA,NA,NA,NA,NA,3400.0,NA,40637,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1217,Trachinotus ovatus,fat_g,1.8,finfish,37.370157,70.0,70.0,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,70.0,NA,35.0,NA,26999,NA,57392,NA,70.0,3.73,900359,37413,NA,pelagic-neritic,NA,-1,NA,0,3.73,NA,NA,0.58,NA,NA,NA,NA,2800.0,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1390,Trachinotus ovatus,fat_g,1.04,finfish,NA,70.0,70.0,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35.0,NA,26999,NA,57392,NA,70.0,NA,NA,37413,NA,pelagic-neritic,NA,-1,NA,0,3.73,NA,NA,0.58,NA,NA,NA,NA,2800.0,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1390,Trachinotus ovatus,fat_g,1.04,finfish,NA,70.0,70.0,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35.0,NA,26999,NA,57392,NA,70.0,NA,NA,37413,NA,pelagic-neritic,NA,-1,NA,0,3.73,NA,NA,0.58,NA,NA,NA,NA,2800.0,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1393,Trachinotus ovatus,fat_g,1.94,finfish,NA,70.0,70.0,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35.0,NA,26999,NA,57392,NA,70.0,NA,NA,37413,NA,pelagic-neritic,NA,-1,NA,0,3.73,NA,NA,0.58,NA,NA,NA,NA,2800.0,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1393,Trachinotus ovatus,fat_g,1.94,finfish,NA,70.0,70.0,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35.0,NA,26999,NA,57392,NA,70.0,NA,NA,37413,NA,pelagic-neritic,NA,-1,NA,0,3.73,NA,NA,0.58,NA,NA,NA,NA,2800.0,NA,27584,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",1218,Trachinus draco,fat_g,0.98,finfish,37.37083333,51.4,45.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.0,32.5,25.0,NA,3397,NA,40637,NA,51.0,3.0,900826,12224,NA,demersal,NA,0,NA,0,4.18,NA,NA,0.71,NA,NA,NA,NA,1860.0,NA,40637,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",1218,Trachinus draco,fat_g,0.98,finfish,37.37083333,51.4,45.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.0,32.5,25.0,NA,3397,NA,40637,NA,51.0,3.0,900826,12224,NA,demersal,NA,0,NA,0,4.18,NA,NA,0.71,NA,NA,NA,NA,1860.0,NA,40637,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",1218,Trachinus draco,fat_g,0.98,finfish,37.37083333,51.4,45.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.0,32.5,25.0,NA,3397,NA,40637,NA,51.0,3.0,900826,12224,NA,demersal,0,0,1,0,4.18,NA,NA,NA,NA,NA,NA,NA,1860.0,NA,40637,NA
"Loukas V., Dimizas C., Sinanoglou V., Miniadis-Meimaroglou S. (2010). EPA, DHA, cholesterol and phospholipid content in Pagrus pagrus (cultured and wild), Trachinus draco und Trigla lyra from Mediterranean Sea. Chemistry and Physics of Lipids 163: 292-299",1218,Trachinus draco,fat_g,0.98,finfish,37.37083333,51.4,45.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.0,32.5,25.0,NA,3397,NA,40637,NA,51.0,3.0,900826,12224,NA,demersal,0,0,1,0,4.18,NA,NA,NA,NA,NA,NA,NA,1860.0,NA,40637,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2012,Trachinus draco,fat_g,2.44,finfish,NA,51.4,45.0,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,25.0,NA,3397,NA,40637,NA,53.0,NA,NA,12224,NA,demersal,NA,0,NA,0,4.18,NA,NA,0.71,NA,NA,NA,NA,1860.0,NA,40637,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1219,Trachurus lathami,fat_g,0.9,finfish,19.173773,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,NA,30.0,NA,5217,NA,7251,NA,38.25,3.99,900962,5217,NA,reef-associated,NA,0,NA,0,3.27,3.99,0.22,0.34,NA,NA,NA,NA,500.0,NA,5217,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1219,Trachurus lathami,fat_g,0.9,finfish,19.173773,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,NA,30.0,NA,5217,NA,7251,NA,38.25,3.99,900962,5217,NA,reef-associated,0,0,1,0,3.27,NA,NA,NA,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1220,Trachurus lathami,fat_g,1.0,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,16.4,30.0,NA,5217,NA,7251,NA,38.25,3.99,900909,5217,NA,reef-associated,NA,0,NA,0,3.27,3.99,0.22,0.34,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1220,Trachurus lathami,fat_g,1.0,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,16.4,30.0,NA,5217,NA,7251,NA,38.25,3.99,900909,5217,NA,reef-associated,0,0,1,0,3.27,NA,NA,NA,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1221,Trachurus lathami,fat_g,2.4,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,19.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900910,5217,NA,reef-associated,NA,0,NA,0,3.27,3.99,0.22,0.34,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1221,Trachurus lathami,fat_g,2.4,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,19.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900910,5217,NA,reef-associated,0,0,1,0,3.27,NA,NA,NA,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1222,Trachurus lathami,fat_g,1.5,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,22.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900911,5217,NA,reef-associated,NA,0,NA,0,3.27,3.99,0.22,0.34,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1222,Trachurus lathami,fat_g,1.5,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,22.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900911,5217,NA,reef-associated,0,0,1,0,3.27,NA,NA,NA,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1223,Trachurus lathami,fat_g,1.1,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,18.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900912,5217,NA,reef-associated,NA,0,NA,0,3.27,3.99,0.22,0.34,NA,NA,NA,NA,500.0,NA,5217,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1223,Trachurus lathami,fat_g,1.1,finfish,25.304304,38.25,33.0,3.27,variable,mainly animals (troph. 2.8 and up),NA,33.0,18.5,30.0,NA,5217,NA,7251,NA,38.25,3.99,900912,5217,NA,reef-associated,0,0,1,0,3.27,NA,NA,NA,NA,NA,NA,NA,500.0,NA,5217,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1224,Trachurus mediterraneus,fat_g,2.5,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900239,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1225,Trachurus mediterraneus,fat_g,1.1,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900243,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1226,Trachurus mediterraneus,fat_g,0.4,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900245,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1227,Trachurus mediterraneus,fat_g,1.1,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900242,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1228,Trachurus mediterraneus,fat_g,2.8,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900240,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1229,Trachurus mediterraneus,fat_g,0.6,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900246,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1230,Trachurus mediterraneus,fat_g,1.0,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900238,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1231,Trachurus mediterraneus,fat_g,0.8,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900247,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1232,Trachurus mediterraneus,fat_g,0.8,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900244,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1233,Trachurus mediterraneus,fat_g,1.2,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900248,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1234,Trachurus mediterraneus,fat_g,2.1,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900241,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1235,Trachurus mediterraneus,fat_g,0.9,finfish,40.416667,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900237,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",1236,Trachurus mediterraneus,fat_g,7.49,finfish,42.163403,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900286,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1237,Trachurus mediterraneus,fat_g,1.37,finfish,38.963745,59.0,56.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,56.0,NA,30.0,NA,3397,NA,3397,NA,59.0,3.47,900322,NA,NA,pelagic-oceanic,NA,-1,NA,0,3.369999886,3.77,0.269,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",27,Trachurus trachurus,fat_g,8.04,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900565,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",27,Trachurus trachurus,fat_g,8.04,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900565,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",33,Trachurus trachurus,fat_g,9.44,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900571,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",33,Trachurus trachurus,fat_g,9.44,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900571,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",34,Trachurus trachurus,fat_g,9.66,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900573,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",34,Trachurus trachurus,fat_g,9.66,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900573,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",42,Trachurus trachurus,fat_g,3.92,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900567,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",42,Trachurus trachurus,fat_g,3.92,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900567,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",45,Trachurus trachurus,fat_g,2.67,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900569,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",45,Trachurus trachurus,fat_g,2.67,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900569,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",50,Trachurus trachurus,fat_g,7.58,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900568,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",50,Trachurus trachurus,fat_g,7.58,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900568,12224,NA,pelagic-neritic,0,0,1,0,3.84,NA,NA,NA,NA,NA,NA,NA,2e3,NA,27584,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",51,Trachurus trachurus,fat_g,12.26,finfish,41.00527,68.15384615,62.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,62.0,NA,22.0,NA,3397,NA,3197,NA,68.0,3.64,900574,12224,NA,pelagic-neritic,NA,0,NA,0,3.84,3.71,0.025,0.59,NA,NA,NA,NA,2e3,NA,27584,NA
