Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Percidae,Percina squamata,endemic ,Olive darter ,
Perciformes,Percidae,Percina stictogaster,native ,Frecklebelly darter ,
Perciformes,Percidae,Percina suttkusi,native ,Gulf logperch ,
Perciformes,Percidae,Percina tanasi,endemic ,Snail darter ,
Perciformes,Percidae,Percina uranidea,endemic ,Stargazing darter ,
Perciformes,Percidae,Percina vigil,endemic ,Saddleback darter ,
Perciformes,Percidae,Percina williamsi,endemic ,Sickle darter ,
Percopsiformes,Percopsidae,Percopsis omiscomaycus,native ,Trout-perch ,
Percopsiformes,Percopsidae,Percopsis transmontana,endemic ,Sand roller ,
Scorpaeniformes,Peristediidae,Peristedion brevirostre,native ,Flathead searobin ,
Scorpaeniformes,Peristediidae,Peristedion ecuadorense,native ,,
Scorpaeniformes,Peristediidae,Peristedion gracile,native ,Slender searobin ,
Scorpaeniformes,Peristediidae,Peristedion greyae,native ,,
Scorpaeniformes,Peristediidae,Peristedion imberbe,native ,,
Scorpaeniformes,Peristediidae,Peristedion miniatum,native ,Armored searobin ,Searobin 
Scorpaeniformes,Peristediidae,Peristedion thompsoni,native ,Rimspine searobin ,
Cypriniformes,Cyprinidae,Pethia gelius,introduced ,Golden barb ,Golden barb 
Petromyzontiformes,Petromyzontidae,Petromyzon marinus,native ,Sea lamprey ,Eel sucker 
Ophidiiformes,Ophidiidae,Petrotyx sanguineus,native ,Redfin brotula ,
Perciformes,Apogonidae,Phaeoptyx conklini,native ,Freckled cardinalfish ,Freckeled cardinalfish 
Perciformes,Apogonidae,Phaeoptyx pigmentaria,native ,Dusky cardinalfish ,
Perciformes,Apogonidae,Phaeoptyx xenus,native ,Sponge cardinalfish ,
Perciformes,Embiotocidae,Phanerodon atripes,native ,Sharpnose seaperch ,Sharpnose surfperch 
Perciformes,Embiotocidae,Phanerodon furcatus,native ,White seaperch ,White surfperch 
Cypriniformes,Cyprinidae,Phenacobius catostomus,native ,Riffle minnow ,Rifle minnow 
Cypriniformes,Cyprinidae,Phenacobius crassilabrum,native ,Fatlips minnow ,
Cypriniformes,Cyprinidae,Phenacobius mirabilis,native ,Suckermouth minnow ,
Cypriniformes,Cyprinidae,Phenacobius teretulus,native ,Kanawha minnow ,
Cypriniformes,Cyprinidae,Phenacobius uranops,native ,Stargazing minnow ,
Scorpaeniformes,Scorpaenidae,Phenacoscorpius nebris,native ,Short-tube scorpionfish ,Short-tube scorpionfish 
Perciformes,Pholidae,Pholis clemensi,native ,Longfin gunnel ,
Perciformes,Pholidae,Pholis gunnellus,native ,Rock gunnel ,
Perciformes,Pholidae,Pholis laeta,native ,Crescent gunnel ,
Perciformes,Pholidae,Pholis ornata,native ,Saddleback gunnel ,
Perciformes,Pholidae,Pholis schultzi,native ,Red gunnel ,
Stomiiformes,Stomiidae,Photonectes braueri,native ,Brauer's dragonfish ,
Stomiiformes,Stomiidae,Photonectes dinema,native ,,
Stomiiformes,Stomiidae,Photonectes leucospilus,native ,,
Stomiiformes,Stomiidae,Photonectes parvimanus,native ,Fleshyfin dragonfish ,
Stomiiformes,Stomiidae,Photostomias guernei,native ,,
Perciformes,Echeneidae,Phtheirichthys lineatus,native ,Slender suckerfish ,Lousefish 
Gadiformes,Phycidae,Phycis chesteri,native ,Longfin hake ,
Gadiformes,Moridae,Physiculus fulvus,native ,Hakeling ,
Gadiformes,Moridae,Physiculus rastrelliger,native ,Hundred fathom mora ,Hundred-fathom mora 
Perciformes,Stichaeidae,Phytichthys chirus,native ,Ribbon prickleback ,
Cypriniformes,Cyprinidae,Pimephales notatus,native ,Bluntnose minnow ,
Cypriniformes,Cyprinidae,Pimephales promelas,native ,Fathead minnow ,Black-head minnow 
Cypriniformes,Cyprinidae,Pimephales tenellus,native ,Slim minnow ,
Cypriniformes,Cyprinidae,Pimephales vigilax,native ,Bullhead minnow ,
Perciformes,Stichaeidae,Plagiogrammus hopkinsii,endemic ,Crisscross prickleback ,
Cypriniformes,Cyprinidae,Plagopterus argentissimus,endemic ,Woundfin ,
Perciformes,Ephippidae,Platax orbicularis,introduced ,Orbicular batfish ,Orbicular batfish 
Pleuronectiformes,Pleuronectidae,Platichthys stellatus,native ,Starry flounder ,
Beloniformes,Belonidae,Platybelone argalus argalus,native ,Keeltail needlefish ,
Perciformes,Caristiidae,Platyberyx andriashevi,native ,,
Perciformes,Dactyloscopidae,Platygillellus rubrocinctus,native ,Saddle stargazer ,
Cypriniformes,Cyprinidae,Platygobio gracilis,native ,Flathead chub ,
Rajiformes,Rhinobatidae,Platyrhinoidis triseriata,native ,Thornback guitarfish ,Guitarfish 
Perciformes,Stichaeidae,Plectobranchus evides,native ,Bluebarred prickleback ,
Perciformes,Serranidae,Plectranthias garrupellus,native ,Apricot bass ,
Beryciformes,Holocentridae,Plectrypops retrospinis,native ,Cardinal soldierfish ,
Scorpaeniformes,Hexagrammidae,Pleurogrammus monopterygius,native ,Atka mackerel ,
Pleuronectiformes,Pleuronectidae,Pleuronectes putnami,native ,American smooth flounder ,
Pleuronectiformes,Pleuronectidae,Pleuronichthys coenosus,native ,C-O sole ,C-O turbot 
Pleuronectiformes,Pleuronectidae,Pleuronichthys decurrens,native ,Curlfin sole ,Curlfin turbot 
Pleuronectiformes,Pleuronectidae,Pleuronichthys ritteri,native ,Spotted turbot ,
Pleuronectiformes,Pleuronectidae,Pleuronichthys verticalis,native ,Hornyhead turbot ,
Scorpaeniformes,Agonidae,Podothecus accipenserinus,native ,Sturgeon poacher ,
Cyprinodontiformes,Poeciliidae,Poecilia formosa,native ,Amazon molly ,
Cyprinodontiformes,Poeciliidae,Poecilia latipinna,native ,Sailfin molly ,
Cyprinodontiformes,Poeciliidae,Poecilia latipunctata,introduced ,Broadspotted molly ,Tamesi molly 
Cyprinodontiformes,Poeciliidae,Poecilia mexicana,introduced ,Shortfin molly ,Atlantic molly 
Cyprinodontiformes,Poeciliidae,Poecilia reticulata,introduced ,Guppy ,
Cyprinodontiformes,Poeciliidae,Poeciliopsis gracilis,introduced ,Porthole livebearer ,
Cyprinodontiformes,Poeciliidae,Poeciliopsis occidentalis,native ,Gila topminnow ,
Pleuronectiformes,Pleuronectidae,Poecilopsetta beanii,native ,Deepwater dab ,
Perciformes,Sciaenidae,Pogonias cromis,native ,Black drum ,
Cypriniformes,Cyprinidae,Pogonichthys ciscoides,endemic ,Clear Lake splittail ,
Cypriniformes,Cyprinidae,Pogonichthys macrolepidotus,native ,Splittail ,Sacramento splittail 
Gadiformes,Gadidae,Pollachius virens,native ,Saithe ,
Stomiiformes,Phosichthyidae,Pollichthys mauli,native ,Stareye lightfish ,Stareye lightfish 
Notacanthiformes,Notacanthidae,Polyacanthonotus africanus,native ,,
Notacanthiformes,Notacanthidae,Polyacanthonotus challengeri,native ,Longnose tapirfish ,Longnose tapirfish 
Notacanthiformes,Notacanthidae,Polyacanthonotus merretti,native ,,
Notacanthiformes,Notacanthidae,Polyacanthonotus rissoanus,native ,Smallmouth spiny eel ,
Perciformes,Polynemidae,Polydactylus approximans,native ,Blue bobo ,
Perciformes,Polynemidae,Polydactylus octonemus,native ,Atlantic threadfin ,
Perciformes,Polynemidae,Polydactylus oligodon,native ,Littlescale threadfin ,
Perciformes,Polynemidae,Polydactylus opercularis,native ,Yellow bobo ,
Perciformes,Polynemidae,Polydactylus virginicus,native ,Barbu ,Barbu 
Stomiiformes,Sternoptychidae,Polyipnus asteroides,native ,,
Stomiiformes,Sternoptychidae,Polyipnus clarus,native ,Slope hatchetfish ,
Stomiiformes,Sternoptychidae,Polyipnus laternatus,native ,,
Stomiiformes,Phosichthyidae,Polymetme corythaeola,native ,Rendezvous fish ,
Stomiiformes,Phosichthyidae,Polymetme thaeocoryla,native ,,
Polymixiiformes,Polymixiidae,Polymixia lowei,native ,Beardfish ,
Acipenseriformes,Polyodontidae,Polyodon spathula,native ,Mississippi paddlefish ,Mississippi paddlefish 
Scorpaeniformes,Liparidae,Polypera greeni,native ,Lobefin snailfish ,
Perciformes,Polyprionidae,Polyprion americanus,native ,Wreckfish ,Sea bass 
Perciformes,Pomacanthidae,Pomacanthus arcuatus,native ,Gray angelfish ,Angelfish 
Perciformes,Pomacanthidae,Pomacanthus paru,native ,French angelfish ,Angelfish 
Perciformes,Haemulidae,Pomadasys crocro,native ,Burro grunt ,
Perciformes,Pomatomidae,Pomatomus saltatrix,native ,Bluefish ,
Perciformes,Centrarchidae,Pomoxis annularis,native ,White crappie ,Speckled perch 
Perciformes,Centrarchidae,Pomoxis nigromaculatus,native ,Black crappie ,Crappie 
Scorpaeniformes,Scorpaenidae,Pontinus castor,native ,Longsnout scorpionfish ,
Scorpaeniformes,Scorpaenidae,Pontinus longispinis,native ,Longspine scorpionfish ,
Scorpaeniformes,Scorpaenidae,Pontinus nematophthalmus,native ,Spinythroat scorpionfish ,
Scorpaeniformes,Scorpaenidae,Pontinus rathbuni,native ,Highfin scorpionfish ,
Batrachoidiformes,Batrachoididae,Porichthys myriaster,native ,Specklefin midshipman ,
Batrachoidiformes,Batrachoididae,Porichthys notatus,native ,Plainfin midshipman ,Midshipman 
Batrachoidiformes,Batrachoididae,Porichthys plectrodon,native ,Atlantic midshipman ,
Perciformes,Stichaeidae,Poroclinus rothrocki,native ,Whitebarred prickleback ,
Ophidiiformes,Ophidiidae,Porogadus miles,native ,Slender cuskeel ,
Stephanoberyciformes,Melamphaidae,Poromitra cristiceps,native ,,
Stephanoberyciformes,Melamphaidae,Poromitra megalops,native ,,
Stephanoberyciformes,Melamphaidae,Poromitra oscitans,native ,Yawning ,
Perciformes,Priacanthidae,Priacanthus arenatus,native ,Atlantic bigeye ,Catalufa 
Perciformes,Gobiidae,Priolepis hipoliti,native ,Rusty goby ,
Carcharhiniformes,Carcharhinidae,Prionace glauca,native ,Blue shark ,Great blue shark 
Scorpaeniformes,Triglidae,Prionotus alatus,native ,Spiny searobin ,
Scorpaeniformes,Triglidae,Prionotus carolinus,native ,Northern searobin ,Searobin 
Scorpaeniformes,Triglidae,Prionotus evolans,native ,Striped searobin ,
Scorpaeniformes,Triglidae,Prionotus longispinosus,native ,Bigeye searobin ,
Scorpaeniformes,Triglidae,Prionotus martis,native ,Gulf of Mexico barred searobin ,
Scorpaeniformes,Triglidae,Prionotus ophryas,native ,Bandtail searobin ,
Scorpaeniformes,Triglidae,Prionotus paralatus,native ,Mexican searobin ,
Scorpaeniformes,Triglidae,Prionotus roseus,native ,Bluespotted searobin ,
Scorpaeniformes,Triglidae,Prionotus rubio,native ,Blackwing searobin ,
Scorpaeniformes,Triglidae,Prionotus scitulus,native ,Leopard searobin ,
Scorpaeniformes,Triglidae,Prionotus stearnsi,native ,Shortwing searobin ,
Scorpaeniformes,Triglidae,Prionotus stephanophrys,native ,Lumptail searobin ,
Scorpaeniformes,Triglidae,Prionotus tribulus,native ,Bighead searobin ,
Perciformes,Priacanthidae,Pristigenys alta,native ,Short bigeye ,Bigeye 
Perciformes,Priacanthidae,Pristigenys serrula,native ,Popeye catalufa ,
Pristiophoriformes,Pristiophoridae,Pristiophorus schroederi,native ,Bahamas sawshark ,
Perciformes,Lutjanidae,Pristipomoides aquilonaris,native ,Wenchman ,
Perciformes,Lutjanidae,Pristipomoides freemani,native ,Slender wenchman ,
Perciformes,Lutjanidae,Pristipomoides macrophthalmus,native ,Cardinal snapper ,Muniama 
Pristiformes,Pristidae,Pristis microdon,native ,Largetooth sawfish ,
Pristiformes,Pristidae,Pristis pectinata,native ,Smalltooth sawfish ,Common sawfish 
Pristiformes,Pristidae,Pristis perotteti,native ,Large-tooth sawfish ,Largetooth sawfish 
Perciformes,Chaetodontidae,Prognathodes aculeatus,native ,Longsnout butterflyfish ,Caribbean longsnout butterflyfish 
Perciformes,Chaetodontidae,Prognathodes aya,native ,Bank butterflyfish ,
Perciformes,Chaetodontidae,Prognathodes falcifer,native ,Scythemarked butterflyfish ,
Scorpaeniformes,Liparidae,Prognatholiparis ptychomandibularis,native ,Wrinkle-jaw snailfish ,
Perciformes,Gempylidae,Promethichthys prometheus,native ,Roudi escolar ,Bermuda catfish 
Perciformes,Serranidae,Pronotogrammus martinicensis,native ,Roughtongue bass ,
Perciformes,Serranidae,Pronotogrammus multifasciatus,native ,Threadfin bass ,
Salmoniformes,Salmonidae,Prosopium abyssicola,endemic ,Bear Lake whitefish ,
Salmoniformes,Salmonidae,Prosopium coulterii,native ,Pygmy whitefish ,
Salmoniformes,Salmonidae,Prosopium cylindraceum,native ,Round whitefish ,Menominee 
Salmoniformes,Salmonidae,Prosopium gemmifer,endemic ,Bonneville cisco ,
Salmoniformes,Salmonidae,Prosopium spilonotus,endemic ,Bonneville whitefish ,
Salmoniformes,Salmonidae,Prosopium williamsoni,native ,Mountain whitefish ,Rocky Mountain whitefish 
Perciformes,Gobiidae,Proterorhinus marmoratus,introduced ,Tubenose goby ,
Myctophiformes,Myctophidae,Protomyctophum crockeri,native ,California flashlightfish ,Flashlightfish 
Myctophiformes,Myctophidae,Protomyctophum thompsoni,native ,Bigeye lanternfish ,Northern flashlightfish 
Scorpaeniformes,Liparidae,Psednos barnardi,native ,Blackchin dwarf snailfish ,Blackchin dwarf snailfish 
Scorpaeniformes,Liparidae,Psednos cathetostomus,native ,,
Scorpaeniformes,Liparidae,Psednos delawarei,native ,,
Scorpaeniformes,Liparidae,Psednos mirabilis,native ,Marvelous dwarf snailfish ,Marvelous dwarf snailfish 
Scorpaeniformes,Liparidae,Psednos rossi,native ,,
Perciformes,Nomeidae,Psenes cyanophrys,native ,Freckled driftfish ,
Perciformes,Nomeidae,Psenes maculatus,native ,Silver driftfish ,
Perciformes,Nomeidae,Psenes pellucidus,native ,Bluefin driftfish ,Blackrag 
Pleuronectiformes,Pleuronectidae,Psettichthys melanostictus,native ,Pacific sand sole ,West American sand sole 
Osmeriformes,Bathylagidae,Pseudobathylagus milleri,native ,Stout blacksmelt ,Robust blacksmelt 
Perciformes,Serranidae,Pseudogramma gregoryi,native ,Reef bass ,
Anguilliformes,Ophichthidae,Pseudomyrophis fugesae,native ,Diminutive worm eel ,
Anguilliformes,Congridae,Pseudophichthys splendens,native ,Purplemouthed conger ,
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes americanus,native ,Winter flounder ,Flounder 
Rajiformes,Arhynchobatidae,Pseudoraja fischeri,native ,Fanfin skate ,
Perciformes,Chiasmodontidae,Pseudoscopelus lavenbergi,native ,,
Perciformes,Chiasmodontidae,Pseudoscopelus scriptus,native ,,
Carcharhiniformes,Pseudotriakidae,Pseudotriakis microdon,native ,False catshark ,
Perciformes,Mullidae,Pseudupeneus grandisquamis,native ,Bigscale goatfish ,
Perciformes,Mullidae,Pseudupeneus maculatus,native ,Spotted goatfish ,Goatfish 
Scorpaeniformes,Psychrolutidae,Psychrolutes paradoxus,native ,Tadpole sculpin ,
Scorpaeniformes,Psychrolutidae,Psychrolutes phrictus,native ,Blob sculpin ,Blob sculpin 
Scorpaeniformes,Psychrolutidae,Psychrolutes sigalutes,native ,Soft sculpin ,
Perciformes,Bramidae,Pteraclis aesticola,native ,Pacific fanfish ,Fanfish 
Perciformes,Microdesmidae,Ptereleotris calliura,native ,Blue goby ,
Perciformes,Microdesmidae,Ptereleotris helenae,native ,Hovering goby ,
Scorpaeniformes,Scorpaenidae,Pterois miles,introduced ,Devil firefish ,
Scorpaeniformes,Scorpaenidae,Pterois volitans,introduced ,Red lionfish ,Ornate butterfly-cod 
Cypriniformes,Cyprinidae,Pteronotropis euryzonus,native ,Broadstripe shiner ,
Cypriniformes,Cyprinidae,Pteronotropis grandipinnis,native ,Apalachee shiner ,
Cypriniformes,Cyprinidae,Pteronotropis hubbsi,native ,Bluehead shiner ,
Cypriniformes,Cyprinidae,Pteronotropis hypselopterus,native ,Sailfin shiner ,
Cypriniformes,Cyprinidae,Pteronotropis merlini,native ,Orangetail shiner ,Orangetail shiner 
Cypriniformes,Cyprinidae,Pteronotropis metallicus,native ,Metallic shiner ,
Cypriniformes,Cyprinidae,Pteronotropis signipinnis,native ,Flagfin shiner ,
Cypriniformes,Cyprinidae,Pteronotropis stonei,native ,Lowland shiner ,
Cypriniformes,Cyprinidae,Pteronotropis welaka,native ,Bluenose shiner ,
Myliobatiformes,Dasyatidae,Pteroplatytrygon violacea,native ,Pelagic stingray ,
Perciformes,Bramidae,Pterycombus brama,native ,Atlantic fanfish ,
Siluriformes,Loricariidae,Pterygoplichthys anisitsi,introduced ,Snow pleco ,Royal plec 
Siluriformes,Loricariidae,Pterygoplichthys disjunctivus,introduced ,Vermiculated sailfin catfish ,
Siluriformes,Loricariidae,Pterygoplichthys multiradiatus,introduced ,Orinoco sailfin catfish ,Radiated ptero 
Perciformes,Ptilichthyidae,Ptilichthys goodei,native ,Quillfish ,
Cypriniformes,Cyprinidae,Ptychocheilus grandis,native ,Sacramento pikeminnow ,Sacramento pikeminnow 
Cypriniformes,Cyprinidae,Ptychocheilus lucius,native ,Colorado pikeminnow ,Colorado pikeminnow 
Cypriniformes,Cyprinidae,Ptychocheilus oregonensis,native ,Northern pikeminnow ,Northern pikeminnow 
Cypriniformes,Cyprinidae,Ptychocheilus umpquae,native ,Umpqua pikeminnow ,Umpqua pikeminnow 
Gasterosteiformes,Gasterosteidae,Pungitius pungitius,native ,Ninespine stickleback ,
Siluriformes,Ictaluridae,Pylodictis olivaris,native ,Flathead catfish ,Catfish 
Perciformes,Gobiidae,Quietula y-cauda,native ,American shadow goby ,
Perciformes,Rachycentridae,Rachycentron canadum,native ,Cobia ,Black salmon 
Lampriformes,Radiicephalidae,Radiicephalus elongatus,native ,Tapertail ,Tapertail 
Scorpaeniformes,Cottidae,Radulinus asprellus,native ,Slim sculpin ,
Scorpaeniformes,Cottidae,Radulinus boleoides,native ,Darter sculpin ,
Scorpaeniformes,Cottidae,Radulinus vinculus,native ,Smoothgum sculpin ,
Rajiformes,Rajidae,Raja ackleyi,native ,Ocellate skate ,
Rajiformes,Rajidae,Raja binoculata,native ,Big skate ,
Rajiformes,Rajidae,Raja eglanteria,native ,Clearnose skate ,
Rajiformes,Rajidae,Raja inornata,native ,California skate ,
Rajiformes,Rajidae,Raja rhina,native ,Longnose skate ,
Rajiformes,Rajidae,Raja stellulata,native ,Starry skate ,
Rajiformes,Rajidae,Raja texana,native ,Roundel skate ,
Rajiformes,Rajidae,Rajella bathyphila,native ,Deep-water ray ,
Rajiformes,Rajidae,Rajella bigelowi,native ,Bigelow's ray ,
Tetraodontiformes,Molidae,Ranzania laevis,native ,Slender sunfish ,
Perciformes,Bathymasteridae,Rathbunella alleni,native ,,
Perciformes,Bathymasteridae,Rathbunella hypoplecta,native ,Stripefin ronquil ,
Lampriformes,Regalecidae,Regalecus glesne,native ,King of herrings ,
Lampriformes,Regalecidae,Regalecus russelii,native ,Oarfifsh ,
Pleuronectiformes,Pleuronectidae,Reinhardtius hippoglossoides,native ,Greenland halibut ,Greenland turbot 
Cypriniformes,Cyprinidae,Relictus solitarius,native ,Relict dace ,
Perciformes,Echeneidae,Remora albescens,native ,White suckerfish ,White remora 
Perciformes,Echeneidae,Remora australis,native ,Whalesucker ,
Perciformes,Echeneidae,Remora brachyptera,native ,Spearfish remora ,Swordfish sucker 
Perciformes,Echeneidae,Remora osteochir,native ,Marlin sucker ,
Perciformes,Echeneidae,Remora remora,native ,Shark sucker ,
Perciformes,Embiotocidae,Rhacochilus toxotes,native ,Rubberlip seaperch ,Rubberlip surfperch 
Perciformes,Embiotocidae,Rhacochilus vacca,native ,Pile perch ,Pile surfperch 
Scorpaeniformes,Rhamphocottidae,Rhamphocottus richardsonii,native ,Grunt sculpin ,
Orectolobiformes,Rhincodontidae,Rhincodon typus,native ,Whale shark ,
Tetraodontiformes,Ostraciidae,Rhinesomus triqueter,native ,Smooth trunkfish ,
Cypriniformes,Cyprinidae,Rhinichthys atratulus,native ,Blacknose dace ,Eastern blacknose dace 
Cypriniformes,Cyprinidae,Rhinichthys cataractae,native ,Longnose dace ,Great Lakes longnose dace 
Cypriniformes,Cyprinidae,Rhinichthys cobitis,native ,Loach minnow ,Loach nimmow 
Cypriniformes,Cyprinidae,Rhinichthys deaconi,endemic ,Las Vegas Dace ,Las vagas dace 
Cypriniformes,Cyprinidae,Rhinichthys evermanni,endemic ,Umpqua dace ,
Cypriniformes,Cyprinidae,Rhinichthys falcatus,native ,Leopard dace ,
Cypriniformes,Cyprinidae,Rhinichthys obtusus,native ,Western blacknose dace ,Western blacknose dace 
Cypriniformes,Cyprinidae,Rhinichthys osculus,native ,Speckled dace ,
Cypriniformes,Cyprinidae,Rhinichthys umatilla,native ,Umatilla dace ,Umatilla dace 
Rajiformes,Rhinobatidae,Rhinobatos lentiginosus,native ,Atlantic guitarfish ,Guitarfish 
Rajiformes,Rhinobatidae,Rhinobatos productus,native ,Shovelnose guitarfish ,Shovel-nose shark 
Chimaeriformes,Rhinochimaeridae,Rhinochimaera atlantica,native ,Straightnose rabbitfish ,Knifenose chimaera 
Perciformes,Gobiidae,Rhinogobiops nicholsii,native ,Blackeye goby ,
Perciformes,Gobiidae,Rhinogobius brunneus,introduced ,Amur goby ,
Scorpaeniformes,Liparidae,Rhinoliparis attenuatus,native ,Slim snailfish ,
Scorpaeniformes,Liparidae,Rhinoliparis barbulifer,native ,Longnose snailfish ,Longnose snailfish 
Myliobatiformes,Myliobatidae,Rhinoptera bonasus,native ,Cownose ray ,
Carcharhiniformes,Carcharhinidae,Rhizoprionodon longurio,native ,Pacific sharpnose shark ,
Carcharhiniformes,Carcharhinidae,Rhizoprionodon terraenovae,native ,Atlantic sharpnose shark ,
Cypriniformes,Cyprinidae,Rhodeus sericeus,introduced ,Bitterling ,
Perciformes,Lutjanidae,Rhomboplites aurorubens,native ,Vermilion snapper ,Bastard snapper 
Anguilliformes,Congridae,Rhynchoconger flavus,native ,Yellow conger ,Conger eel 
Anguilliformes,Congridae,Rhynchoconger gracilior,native ,Whiptail conger ,
Cypriniformes,Cyprinidae,Richardsonius balteatus,native ,Redside shiner ,
Cypriniformes,Cyprinidae,Richardsonius egregius,native ,Lahontan redside ,
Gobiesociformes,Gobiesocidae,Rimicola cabrilloi,native ,Channel Islands clingfish ,
Gobiesociformes,Gobiesocidae,Rimicola dimorpha,native ,Southern clingfish ,
Gobiesociformes,Gobiesocidae,Rimicola eigenmanni,native ,,
Gobiesociformes,Gobiesocidae,Rimicola muscarum,native ,Kelp clingfish ,
Osmeriformes,Alepocephalidae,Rinoctes nasutus,native ,Abyssal smooth-head ,
Perciformes,Gobiidae,Risor ruber,native ,Tusked goby ,
Perciformes,Cichlidae,Rocio octofasciata,introduced ,Jack Dempsey ,Jack Dempsey 
Perciformes,Sciaenidae,Roncador stearnsii,native ,Spotfin croaker ,Croaker 
Cetomimiformes,Rondeletiidae,Rondeletia bicolor,native ,,
Cetomimiformes,Rondeletiidae,Rondeletia loricata,native ,Redmouth whalefish ,Armored redmouth whalefish 
Perciformes,Bathymasteridae,Ronquilus jordani,native ,Northern ronquil ,
Aulopiformes,Scopelarchidae,Rosenblattichthys volucris,native ,Chubby pearleye ,Chubby pearleye 
Myxiniformes,Myxinidae,Rubicundus lopheliae,native ,,
Scorpaeniformes,Cottidae,Ruscarius creaseri,native ,Roughcheek sculpin ,
Scorpaeniformes,Cottidae,Ruscarius meanyi,native ,Puget Sound sculpin ,
Perciformes,Gempylidae,Ruvettus pretiosus,native ,Oilfish ,Castor oil fish 
Perciformes,Serranidae,Rypticus bistrispinus,native ,Freckled soapfish ,
Perciformes,Serranidae,Rypticus carpenteri,native ,Slope soapfish ,Slope soapfish 
Perciformes,Serranidae,Rypticus maculatus,native ,Whitespotted soapfish ,
Perciformes,Serranidae,Rypticus saponaceus,native ,Greater soapfish ,Soapfish 
Perciformes,Serranidae,Rypticus subbifrenatus,native ,Spotted soapfish ,
Ophidiiformes,Bythitidae,Saccogaster staigeri,native ,,
Saccopharyngiformes,Saccopharyngidae,Saccopharynx lavenbergi,native ,,
Osmeriformes,Platytroctidae,Sagamichthys abei,native ,Shining tubeshoulder ,Shining tubeshoulder 
Salmoniformes,Salmonidae,Salmo salar,native ,Atlantic salmon ,Sebago salmon 
Salmoniformes,Salmonidae,Salmo trutta,introduced ,Sea trout ,
Salmoniformes,Salmonidae,Salvelinus agassizii,native ,Silver trout ,Silver trout 
Salmoniformes,Salmonidae,Salvelinus alpinus alpinus,native ,Arctic char ,Char 
Salmoniformes,Salmonidae,Salvelinus confluentus,native ,Bull trout ,
Salmoniformes,Salmonidae,Salvelinus fontinalis,native ,Brook trout ,Brookie 
Salmoniformes,Salmonidae,Salvelinus malma,native ,Dolly varden ,
Salmoniformes,Salmonidae,Salvelinus namaycush,native ,Lake trout ,Great Lake trout 
Perciformes,Percidae,Sander canadensis,native ,Sauger ,
Perciformes,Percidae,Sander lucioperca,introduced ,Pike-perch ,
Perciformes,Percidae,Sander vitreus,native ,Walleye ,Blue pike 
Perciformes,Scombridae,Sarda lineolata,native ,Pacific bonito ,
Perciformes,Scombridae,Sarda sarda,native ,Atlantic bonito ,Bloater 
Clupeiformes,Clupeidae,Sardinella aurita,native ,Round sardinella ,Gilt sardine 
Clupeiformes,Clupeidae,Sardinella brasiliensis,native ,Brazilian sardinella ,Sardine 
Clupeiformes,Clupeidae,Sardinops sagax,native ,South American pilchard ,California sardine 
Beryciformes,Holocentridae,Sargocentron bullisi,native ,Deepwater squirrelfish ,
Beryciformes,Holocentridae,Sargocentron coruscum,native ,Reef squirrelfish ,
Beryciformes,Holocentridae,Sargocentron poco,native ,Saddle squirrelfish ,
Beryciformes,Holocentridae,Sargocentron vexillarium,native ,Dusky squirrelfish ,
Perciformes,Cichlidae,Sarotherodon melanotheron,introduced ,Blackchin tilapia ,Blackchin mouthbrooder 
Siluriformes,Ictaluridae,Satan eurystomus,endemic ,Widemouth blindcat ,Texas blind catfish 
Anguilliformes,Nettastomatidae,Saurenchelys cognita,native ,Longface eel ,
Aulopiformes,Synodontidae,Saurida brasiliensis,native ,Brazilian lizardfish ,
Aulopiformes,Synodontidae,Saurida caribbaea,native ,Smallscale lizardfish ,
Aulopiformes,Synodontidae,Saurida normani,native ,Shortjaw lizardfish ,
Acipenseriformes,Acipenseridae,Scaphirhynchus albus,endemic ,Pallid sturgeon ,
Acipenseriformes,Acipenseridae,Scaphirhynchus platorynchus,native ,Shovelnose sturgeon ,
Acipenseriformes,Acipenseridae,Scaphirhynchus suttkusi,endemic ,Alabama sturgeon ,
Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,introduced ,Rudd ,Pearl roach 
Perciformes,Blenniidae,Scartella cristata,native ,Molly miller ,
Perciformes,Scaridae,Scarus coelestinus,native ,Midnight parrotfish ,Parrotfish 
Perciformes,Scaridae,Scarus coeruleus,native ,Blue parrotfish ,
Perciformes,Scaridae,Scarus guacamaia,native ,Rainbow parrotfish ,
Perciformes,Scaridae,Scarus iseri,native ,Striped parrotfish ,
Perciformes,Scaridae,Scarus taeniopterus,native ,Princess parrotfish ,
Perciformes,Scaridae,Scarus vetula,native ,Queen parrotfish ,
Perciformes,Centrolophidae,Schedophilus medusophagus,native ,Cornish blackfish ,
Perciformes,Serranidae,Schultzea beta,native ,School bass ,
Perciformes,Sciaenidae,Sciaenops ocellatus,native ,Red drum ,Channel bass 
Perciformes,Scombridae,Scomber colias,native ,Atlantic chub mackerel ,
Perciformes,Scombridae,Scomber japonicus,native ,Chub mackerel ,American mackerel 
Perciformes,Scombridae,Scomber scombrus,native ,Atlantic mackerel ,
Beloniformes,Scomberesocidae,Scomberesox saurus,native ,Atlantic saury ,Atlantic needlefish 
Perciformes,Scombridae,Scomberomorus cavalla,native ,King mackerel ,Kingfish 
Perciformes,Scombridae,Scomberomorus maculatus,native ,Atlantic Spanish mackerel ,
