PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,79,,131,,,,,,,,18.4,,5.8,,2.2,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"0,9",,,,,,,,,,,,,,,,,,,,56,,65 IU,,,,,,,,0.07,,0.26,,3.9,,,,"1,9",,"0,69",,,,3,,51,,1.5,,,,1.1,,223,,,,39,,,,453,,
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,56,,,6,76.9 (SD 1.2),6,1.3,,,6,18.8 (SD 0.5),6,3.1 (SD 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,fillet,raw,72,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3",,1,,0.13,,0.02,,,,,,,,,,,,"0,08",,"0,61",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Steelhead Trout,Oncorhynchus mykiss irideus,meat,raw,58,,189,,,,,,,,21,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,69,,,,,2,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,,,2,317,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,23,,,,,,,,,,,,2,,0.4,,,,trace,,,,0.1,,,,"0,2",,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,65,,,2,77,2,1.13,,,2,18.6,2,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14.3,2,0.226,2,0.048,2,0.471,2,217,2,50,2,40.9,2,0.018,2,553,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,23,,,,,,,,,,,,2.7,,0.9,,,,0.2,,,,0.2,,,,"0,2",,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,"0,7",,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,43,6,"97,8",6,76.3,6,1.1,6,4.6,6,16.6,6,1.5,6,0.93,6,0.58,,,,,,,,,,,6,0.35,,,,,,,,,,,,,,,6,0.55,,,,,,,,,,,,,,,6,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4.7,6,0.2,6,0.16,6,0.8,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,,112,4,75.2,4,3.4,,0.6,4,15.6,6,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,whole,raw,27,2,116,8,74.2,8,3.1,2,0,8,17.1,8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,skin,raw,64,,,,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,fillet,raw,56,,,8,74.3 (SD 1.7),8,1.3 (SD 0.1),,,8,21.5 (SD 0.5),8,3.4 (SD 1.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,fillet,raw,79,,108,,,,,,,,20,,2.5,,0.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,"0,5",,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,0.09,,,,,,,,,,,,3,,80,,1.4,,,,1.2,,258,,,,60,,,,430,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,,96,6,77,3,1,,1.9,3,18.5,3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.09,,,,,,,,,,,2,"1,5",,,,,,,,,,267,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,64,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,2,,,,,,,,,2,23.5 (SD 1.2),2,1.8 (SD 0.3),,,,,,,,,2,0.112 (SD 0.0160),,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.4 IU,2,335 IU,,,,,,,,,,,,,,,,,,,,,2,9.3 (SD 0.0),2,0.3,,,2,0.5 (SD 0.2),2,230 (SD 14.1),2,21.0 (SD 1.4),,,,,,,2,0.04 (SD 0.02)
6151,Fish,Freshwater Fish,Brook Trout,Salvelinus fontinalis,muscle,raw,27,3,91,13,77.6,12,1.1,3,0.6,12,18.6,12,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,1.2,,0.208,,0.46,,,,,,57,,,,268,,
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,meat,raw,7,,100,,75.8,,,,0.5,,19.7,,2,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,"0,48",,,,,,,,,,,,,,,,,,,,53,,58 IU,,,,,,0.8,,0.05,,0.21,,4.8,,,,,,,,,,,,13,,1.3,,,,,,191,,,,102,,,,285,,
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,meat,raw,34,,,,78.6,,,,0,,15.9,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160 IU,,,,,,,,0.02,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Dolly Varden Trout,Salvelinus malma,muscle,raw,27,,134,2,73.6,,1.2,,0,,19.9,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,meat,raw,82,,111,,75.2,,1.5,,0,,20,,3.3,,0.11,,,,0,,,,,,,,,,,,"0,11",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"0,616",,,,,,0,,"0,11",,"0,446",,"0,057",,,,,,,,66,,12 RE,,2.1 ug,,0.65 mg AT,,1.1,,0.1,,0.14,,3.5,,,,"1,9",,"0,54",,16,,5,,20,,0.7,,0.04,,0.44,,290,,30,,53,,0.04,,414,,0.007
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,27,,100,3,77.5,,1.5,,0,3,18.5,3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.09,2,0.36,,,,,,,,,,,,,,20,,1,2,0.21,2,0.46,,267,,25,,,,0.05,2,354,,
6151,Fish,Freshwater Fish,Brown Trout,Salmo trutta,muscle,raw,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.025
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,7,,136,,72.8,,,,0,,18.9,,6.1,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,"1,37",,,,,,,,,,,,,,,,,,,,55,,540 IU,,,,,,,,0.13,,0.13,,,,,,,,,,,,,,,,0.29,,0.072,,0.99,,280,,33,,51,,,,317,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,11,,,,70.9,,2,,0,,25.8,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106 IU,,,,,,6,,0.13,,0.22,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,33,,,,70.9,,2,,0,,25.8,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106 IU,,,,,,6,,0.13,,0.22,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,13,,134,37,72.8 (SE 0.642),34,1.12 (SE 0.014),,0,42,19.1 (SE 0.239),68,5.86 (SE 0.451),,2.15,,,,,,,1,0.317,,,1,"0,941",,,1,"0,272",,,,,,,1,"0,223",,,,,,2,,,,,1,"0,52",1,"1,35",1,0.104,1,0.025,,,,"0,906",,,,,,,1,"0,109",1,"0,599",1,"0,198",,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,2,0.072 (SE 0.022),3,0.99 (SE 0.319),,,,,17,51 (SE 1.00),,,1,317,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,40,,110,,,,,,,,25,,1.1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,8,0.6 (SD 0.50) (53),,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,53,8,121,8,74 (SD 5.5),6,1.1 (SD 0.58),,,8,20 (SD 5.2),8,4 (SD 2.5),,,,,4,trace,4,trace,4,0.2 (SD 0.05),4,trace,4,,,,4,,4,0.1 (SD 0.03),4,trace,4,trace,4,,4,trace,4,trace,,,4,trace,4,trace,4,,4,,4,trace,4,trace,4,trace,,,,,4,trace,4,trace,4,,4,,4,,4,trace,,,4,trace,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26 (SD 22),8,0.4 (SD 0.22),8,0.04 (SD 0.029),,,3,242 (SD 25),7,32 (SD 8.2),3,45 (SD 11),7,0.01 (SD 0.007),3,514 (SD 111),7,0.02 (SD 0.012)
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,61,,,,,,,,0,,25.8,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106 IU,,,,,,6,,0.13,,0.22,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,41,,,,,,,,,,22,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,59,,,,,,,,,,,,,,,,,4,0.027,4,0.005,4,0.263,,,,"0,493",,,,,4,0.006,4,0.019,4,0.007,4,"0,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"0,076",4,"0,527",4,"0,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,82,,116,,73.9,,1.4,,0,,21.7,,3,,0.23,,,,0.14,,,,,,,,,,,,"0,09",,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"0,91",,,,,,0,,"0,18",,"0,59",,"0,14",,,,,,,,60,,8.0 RE,,3.0 ug,,2.7 mg AT,,0,,0.07,,0.07,,4,,,,,,,,,,,,60,,0.5,,0.026,,0.54,,290,,30,,49,,0.05,,380,,0.016
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",meat,raw,88,,134,37,72.8 (SE 0.642),34,1.12 (SE 0.014),,0,42,19.1 (SE 0.239),68,5.86 (SE 0.451),,2.15,,,,,,,1,0.317,,,1,"0,941",,,,,,,,,,,,,,,,,,2,,,,,1,"0,52",1,"1,35",1,0.104,1,0.025,,,,"0,906",,0,,0,,0,1,"0,109",1,"0,599",1,"0,198",,,,,,,24,,,120 IU,,478 IU,,0.20 mg AT,,0,,0.14,,0.12,,3,,,,"0,75",,"0,3",,15,,1,,26,,0.37,2,0.072,3,0.99 (SE 0.319),,270,1,33,17,51 (SE 1.00),,0.067,1,317,,0.013
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,21,,103,,,,,,4,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490 RE,,,,,,8,,0.01,,0.94,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,11,,,,78.8,,0.7,,5.1,,11,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300 IU,,,,,,8,,0.01,,0.95,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,33,,,,78.8,,0.7,,5.1,,11,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300 IU,,,,,,8,,0.01,,0.95,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,61,,,,,,,,5.1,,11,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300 IU,,,,,,8,,0.01,,0.95,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",liver,raw,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,11,,,,83.8,,0.6,,2.4,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,0.14,,0.67,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",eggs,raw,33,,,,83.8,,0.6,,2.4,,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,0.14,,0.67,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",oil,raw,11,,,,0,,0,,0,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0.03,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Whitefish and Cisco,"Stenodus spp., Coegonus spp., Prosopium spp.",flesh,raw,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13.5 µg (SD 8.19 µg),2,4.4 µg (SD 0.85 µg),3,1.03 mg (SD 0.535 mg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,32,,142,,74.4,,,,,,22.2,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,24,2,144,2,73 (SD 0.6),2,1.3 (SD 0.16),2,0,2,19 (SD 1.6),2,7 (SD 2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10 (SD 3.7),2,0.4 (SD 0.00),2,0.03 (SD 0.003),2,0.3 (SD 0.01),2,250 (SD 12),2,33 (SD 4.4),2,30 (SD 7.5),2,0.02 (SD 0.013),2,500 (SD 76),,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,29,,,,78.9,,,,,,10.8,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,trace,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,20,,,,,,,,,,,2,6.9 (SD 2.10),,,,,2,trace,,,2,0.2 (SD 0.08),,,2,,,,2,,,,2,trace,,,2,,,,,,,,,,,,,,2,,2,0.1 (SD 0.16),2,0.1 (SD 0.06),,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,meat,raw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,fillet,raw,79,,184,,,,,,,,18.2,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.06,,0.3,,4.4,,,,,,,,,,,,16,,0.2,,,,,,166,,,,36,,,,329,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,muscle,raw,27,,141,,73.3,,1.3,,0,,19.9,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,Fish,Freshwater Fish,Inconnu,Stenodus leucichthys,not specified,raw,88,,115,1,74.6,1,1.58,,0,1,22.2,1,2.84,,0.7,,,,,,,1,0.17,,,1,"0,32",,,,,,,1,0,,,,,,,,,,1.08,,,1,0,1,"0,26",1,"0,54",1,0.19,1,0.08,1,0.01,,"0,49",1,0,1,0,1,0,1,"0,08",1,"0,35",1,"0,06",1,0,1,0,1,0,1,56,,0 IU,,,1,0.44 mg AT,1,0,1,0.04,1,0.13,1,2.1,,,1,"0,65",1,"0,16",1,9,1,"5,9",1,140,1,0.5,1,0.148,1,0.6,1,300,1,25,1,52,1,0.037,1,390,1,0.0423
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,23,,,,,,,,,,,,6,,2.2,,,,0.2,,,,0.3,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,"0,9",,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317 (62),,
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,62,,134,,72.8,,,,0,,19.1,,5.9,,2.15,,,,,,,,,,,,,,,,"0,27",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,"0,91",,,,,,,,,,,,,,,,,,,,60,,36 RE,,,,,,,,0.14,,0.12,,3,,,,1,,"0,3",,3,,1,,26,,0.37,,0.072,,0.99,,270,,33,,51,,0.067,,,,
6388,Fish,Freshwater Fish,Lake Whitefish,Coregonus clupeaformis,meat,raw,24,1,84,1,80,1,1.14,1,0,1,18,1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.4,1,0.5,1,0.03,1,0.8,1,200,1,21,1,72,1,0.01,1,369,,
